ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,annual_number_of_flights,distance
10466,13244,26,1245
10466,13256,26,943
10466,13264,20,875
10466,13342,19,1448
10466,13367,91,1288
10466,13433,154,1164
10466,13486,128,948
10466,13796,150,668
10466,13829,104,544
10466,13871,74,1026
10466,14108,173,1312
10466,14112,1,1760
10466,14252,134,977
10466,14314,517,477
10466,14457,183,873
10466,14489,26,911
10466,14512,158,1373
10466,14696,105,1501
10466,14716,105,625
10466,14783,157,1066
10466,14794,32,278
10466,15008,101,1259
10466,15380,16,1599
10466,15919,15,1006
10469,11433,1463,113
10469,13487,491,426
10469,13930,1729,122
10529,10397,2338,859
10529,10821,1928,283
10529,11042,278,476
10529,11057,2171,644
10529,11193,284,661
10529,11278,2309,313
10529,11292,769,1671
10529,11298,524,1471
10529,11433,1480,549
10529,11697,1438,1173
10529,12264,1401,326
10529,12266,352,1507
10529,12892,252,2527
10529,13204,2617,1050
10529,13232,856,777
10529,13303,385,1194
10529,13487,1282,1050
10529,13577,252,664
10529,13930,2681,783
10529,14027,424,1133
10529,14100,1685,196
10529,14492,383,532
10529,14635,617,1180
10529,14843,651,1666
10529,15016,356,957
10529,15304,1247,1111
10551,10299,803,399
10558,11292,596,150
10561,11292,702,845
10561,11298,305,1271
10561,14107,1062,425
10561,14771,357,238
10562,11292,98,1132
10562,13930,53,782
10577,11433,941,378
10581,11057,199,921
10581,11278,916,590
10581,11433,10,750
10581,11618,800,393
10581,12953,1279,378
10581,13930,430,978
10581,14100,1517,473
10581,14112,177,1394
10581,14761,220,1299
10599,10397,3391,134
10599,10821,431,682
10599,10868,1,325
10599,11049,2,600
10599,11057,2383,350
10599,11259,732,587
10599,11278,972,653
10599,11292,832,1083
10599,11298,1989,597
10599,11433,935,625
10599,11697,9,650
10599,12191,626,570
10599,12266,1695,562
10599,12889,170,1618
10599,12953,787,866
10599,13204,769,479
10599,13232,648,570
10599,13303,710,661
10599,13930,1878,583
10599,14100,838,772
10599,14771,2,2013
10599,14831,1,1990
10599,15304,588,459
10620,10466,161,878
10620,11292,1565,455
10620,11298,364,1081
10620,12889,121,754
10620,12892,20,970
10620,13487,874,748
10620,13930,73,1061
10620,14057,346,679
10620,14747,701,664
10620,14869,1149,387
10627,10466,222,1092
10627,11292,1448,516
10627,11298,615,977
10627,12889,151,1048
10627,13487,2064,386
10627,13930,684,716
10627,14761,69,1628
10631,13487,734,199
10643,11292,120,665
10643,11298,52,332
10643,13930,49,471
10666,10299,31,1371
10666,10466,156,1208
10666,12758,16,2732
10666,12889,752,954
10666,12892,155,1047
10666,13796,215,764
10666,13830,56,2681
10666,14262,179,1078
10666,14679,75,1142
10666,14747,1575,93
10666,15376,57,1299
10676,10466,36,1272
10676,11697,44,1028
10676,12451,62,723
10676,12889,64,1400
10676,13577,22,696
10676,14082,151,921
10676,14112,171,841
10676,14761,151,835
10676,14986,14,876
10676,15624,294,587
10685,10397,1003,533
10685,11292,83,834
10685,11298,642,690
10685,13204,143,936
10685,13930,886,116
10685,14112,104,936
10685,14761,129,917
10693,10135,67,685
10693,10397,4990,214
10693,10423,997,756
10693,10721,2885,942
10693,10792,23,633
10693,10800,69,1791
10693,10821,2092,587
10693,10994,483,439
10693,11003,58,481
10693,11042,908,448
10693,11057,3444,328
10693,11066,722,337
10693,11259,1725,623
10693,11278,3199,562
10693,11292,3481,1014
10693,11298,2666,631
10693,11433,2704,456
10693,11481,808,401
10693,11618,2761,748
10693,11697,1895,793
10693,11986,62,470
10693,12191,1415,670
10693,12264,1067,542
10693,12266,1986,657
10693,12451,982,483
10693,12478,1617,765
10693,12889,1299,1587
10693,12892,2270,1797
10693,12953,4553,764
10693,13198,1156,491
10693,13204,2118,616
10693,13230,60,608
10693,13232,2226,395
10693,13303,1002,806
10693,13342,668,475
10693,13485,1,504
10693,13487,2023,695
10693,13495,1394,471
10693,13796,375,1959
10693,13851,53,616
10693,13871,26,612
10693,13930,5324,409
10693,13931,55,585
10693,14082,123,692
10693,14100,2800,675
10693,14107,1272,1449
10693,14112,104,612
10693,14122,726,462
10693,14193,728,391
10693,14492,1686,442
10693,14524,105,527
10693,14635,122,722
10693,14679,673,1751
10693,14683,690,822
10693,14685,26,417
10693,14747,978,1978
10693,14761,66,598
10693,14771,961,1969
10693,14831,180,1947
10693,14869,483,1404
10693,14893,30,1917
10693,14986,77,648
10693,15016,1052,272
10693,15096,99,741
10693,15304,1580,612
10693,15356,99,706
10693,15919,18,426
10713,10466,52,749
10713,11259,8,1282
10713,11292,2308,649
10713,11298,761,1272
10713,11884,1361,287
10713,12266,359,1482
10713,12889,831,519
10713,12892,1392,674
10713,13232,7,1448
10713,13487,732,1142
10713,13796,721,512
10713,13930,972,1437
10713,14057,2660,344
10713,14107,1106,735
10713,14570,337,335
10713,14679,724,749
10713,14747,5489,399
10713,14771,1792,522
10713,14831,851,523
10713,14869,2083,290
10713,14893,764,437
10721,10154,181,91
10721,10397,6288,946
10721,10423,1089,1698
10721,10693,2881,942
10721,10792,2209,395
10721,10800,297,2601
10721,10821,5414,369
10721,10994,1053,818
10721,11042,2129,563
10721,11057,4172,728
10721,11066,1360,640
10721,11193,1228,752
10721,11259,399,1554
10721,11278,8563,399
10721,11292,3214,1754
10721,11298,3035,1562
10721,11433,3523,632
10721,11618,5587,200
10721,11697,3095,1237
10721,11996,1,795
10721,12094,30,1871
10721,12173,210,5095
10721,12191,650,1609
10721,12264,1442,413
10721,12266,1594,1597
10721,12339,1262,818
10721,12451,1807,1010
10721,12478,5286,187
10721,12889,2053,2381
10721,12892,5189,2611
10721,12953,9863,184
10721,12954,408,2602
10721,13198,810,1256
10721,13204,4280,1121
10721,13230,297,335
10721,13232,1450,861
10721,13303,2210,1258
10721,13342,941,860
10721,13485,4,932
10721,13487,2987,1124
10721,13495,942,1368
10721,13541,95,70
10721,13577,366,738
10721,13796,47,2694
10721,13930,7520,867
10721,13931,244,468
10721,14027,2047,1197
10721,14057,785,2537
10721,14100,7474,280
10721,14107,1668,2300
10721,14122,3279,496
10721,14262,42,2517
10721,14492,4247,612
10721,14524,2256,474
10721,14576,1292,343
10721,14635,2176,1249
10721,14679,1195,2588
10721,14685,565,901
10721,14696,1,788
10721,14747,2287,2496
10721,14771,5019,2704
10721,14831,295,2689
10721,14843,1039,1674
10721,14869,1144,2105
10721,14893,99,2636
10721,14986,301,1220
10721,15016,1173,1047
10721,15024,91,1693
10721,15096,621,265
10721,15304,2653,1185
10728,11298,961,270
10731,10397,1026,238
10732,11618,363,1585
10732,11697,616,982
10732,12478,421,1576
10732,13204,883,1129
10739,13487,623,114
10747,11292,4,1049
10747,11298,1181,482
10747,12266,1434,308
10747,13930,38,1233
10754,10299,356,725
10754,11630,351,503
10779,14869,677,358
10781,10397,2263,448
10781,10423,1,390
10781,11057,982,675
10781,11278,1,985
10781,11298,2059,383
10781,12266,2230,253
10785,10397,427,961
10785,11057,740,761
10785,11278,1043,437
10785,11292,110,1639
10785,11433,1058,537
10785,11618,1479,266
10785,12264,1121,441
10785,12478,2022,266
10785,12953,724,258
10785,13204,49,1194
10785,13930,1432,763
10785,14100,1471,335
10792,10397,1649,712
10792,10693,23,633
10792,10721,2213,395
10792,10821,1690,281
10792,11057,1129,546
10792,11278,980,296
10792,11292,281,1359
10792,11298,349,1212
10792,11433,1594,241
10792,11618,1884,282
10792,11697,663,1166
10792,12264,1136,283
10792,12478,3463,301
10792,12889,476,1986
10792,12892,282,2218
10792,12953,1234,292
10792,13204,1648,1011
10792,13232,908,468
10792,13303,79,1185
10792,13487,333,735
10792,13930,2824,473
10792,14100,1744,279
10792,14107,358,1912
10792,14492,46,487
10792,14635,135,1144
10792,15304,740,1053
10800,10397,311,1941
10800,10693,69,1791
10800,10721,296,2601
10800,11259,391,1243
10800,11292,1671,850
10800,11298,529,1231
10800,12191,339,1389
10800,12478,630,2465
10800,12889,3821,223
10800,13232,351,1740
10800,13796,4102,325
10800,14057,1324,817
10800,14107,3505,369
10800,14747,1439,937
10800,14771,3507,326
10800,14831,4311,296
10800,14869,1650,574
10800,14893,3136,358
10821,10140,504,1670
10821,10257,1783,289
10821,10397,6705,577
10821,10423,1172,1342
10821,10431,99,414
10821,10529,1970,283
10821,10599,433,682
10821,10693,2113,587
10821,10721,5395,369
10821,10792,1697,281
10821,10994,1207,472
10821,11042,1055,314
10821,11057,4012,361
10821,11066,1288,337
10821,11193,1851,430
10821,11259,1436,1209
10821,11292,2918,1491
10821,11298,1581,1217
10821,11433,2914,409
10821,11481,144,798
10821,11618,59,169
10821,11697,4177,925
10821,11986,355,528
10821,11996,59,426
10821,12191,1451,1246
10821,12266,1118,1235
10821,12339,1090,516
10821,12391,1467,220
10821,12451,1559,663
10821,12478,1669,184
10821,12889,1810,2106
10821,12892,2117,2329
10821,13198,910,967
10821,13204,4213,787
10821,13232,2238,611
10821,13244,481,787
10821,13296,1916,377
10821,13303,736,946
10821,13342,953,641
10821,13487,2069,936
10821,13495,1512,998
10821,13577,381,399
10821,13796,354,2447
10821,13851,351,1180
10821,13930,3009,621
10821,13931,1486,159
10821,14027,1094,883
10821,14057,99,2358
10821,14100,1166,90
10821,14107,1362,1999
10821,14122,912,210
10821,14307,2054,327
10821,14321,1255,452
10821,14492,2947,255
10821,14576,1026,277
10821,14635,1613,919
10821,14679,1150,2295
10821,14683,739,1407
10821,14685,115,549
10821,14730,1107,495
10821,14747,829,2335
10821,14771,877,2457
10821,14831,284,2439
10821,14843,930,1565
10821,14869,907,1865
10821,14893,298,2395
10821,14986,89,880
10821,15016,1337,738
10821,15304,2936,842
10821,15412,26,465
10821,15624,57,819
10849,10397,120,1640
10849,10466,120,861
10849,11292,1611,524
10849,11298,466,1163
10849,11433,27,1400
10849,11618,195,1882
10849,12266,143,1385
10849,12889,113,701
10849,12892,493,902
10849,12953,10,1894
10849,12954,64,904
10849,13487,889,874
10849,13930,769,1186
10849,14057,420,554
10849,14747,1110,543
10849,14771,389,807
10849,14869,1386,347
10868,10397,2868,192
10868,10599,1,325
10868,11057,2560,88
10868,11278,1098,408
10868,11298,818,922
10868,12264,1052,401
10868,12266,150,878
10868,12953,672,617
10868,13303,13,563
10868,13930,1031,666
10868,14100,963,523
10874,10397,1029,528
10874,11057,1729,394
10874,11278,361,274
10874,11618,627,382
10874,12266,357,1085
10874,12953,298,397
10874,13204,318,861
10874,13930,1988,343
10874,14100,704,335
10874,14635,84,991
10874,15304,62,894
10918,14869,762,221
10926,10299,355,160
10926,15991,351,213
10967,13930,324,339
10967,14006,588,45
10967,15454,5,207
10980,10397,3399,106
10980,11057,2261,241
10980,11278,320,523
10980,11298,933,695
10980,11433,675,505
10980,12264,648,506
10980,12953,326,734
10980,13487,1,801
10980,13930,1052,500
10980,14100,233,641
10980,14112,113,513
10980,14761,123,490
10990,10397,1669,457
10990,11057,2683,245
10990,12264,850,77
10990,12953,1348,305
10990,13930,1606,566
10990,14100,642,210
10994,10397,3583,259
10994,10693,484,439
10994,10721,1048,818
10994,10821,1215,472
10994,11042,85,595
10994,11057,3151,168
10994,11193,109,497
10994,11259,351,977
10994,11278,1935,444
10994,11292,451,1449
10994,11298,980,987
10994,11433,724,667
10994,11618,1500,628
10994,11697,374,470
10994,12191,357,928
10994,12264,1182,441
10994,12266,833,925
10994,12339,52,585
10994,12478,1741,636
10994,12917,20,503
10994,12953,1266,641
10994,13232,651,745
10994,13303,1301,489
10994,13487,50,1087
10994,13930,1527,760
10994,14082,15,428
10994,14100,1422,550
10994,14122,93,524
10994,14747,281,2415
10994,15016,30,706
10994,15356,106,586
11003,10397,921,694
11003,10466,200,1240
11003,10693,58,481
11003,11057,720,742
11003,11292,959,692
11003,11298,1200,685
11003,11433,1138,430
11003,12889,124,1319
11003,12892,20,1550
11003,13487,1155,220
11003,13930,3519,196
11003,14082,101,1170
11003,14107,13,1252
11003,14112,134,1090
11003,14761,148,1078
11013,11433,302,284
11013,13487,359,435
11027,10431,1,295
11027,12264,338,151
11027,13577,32,394
11027,13930,351,444
11027,14761,111,727
11042,10397,3627,554
11042,10423,70,1174
11042,10529,276,476
11042,10693,900,448
11042,10721,2127,563
11042,10821,1059,314
11042,10994,85,595
11042,11057,2390,430
11042,11259,17,1015
11042,11278,2453,310
11042,11292,1926,1201
11042,11298,1642,1021
11042,11433,1687,95
11042,11618,2222,404
11042,11697,947,1062
11042,12264,1362,288
11042,12266,1690,1091
11042,12451,52,753
11042,12478,1738,425
11042,12889,965,1824
11042,12892,955,2052
11042,12953,4492,419
11042,13204,1399,895
11042,13232,1543,307
11042,13303,958,1080
11042,13342,550,328
11042,13485,1,402
11042,13487,1408,622
11042,13495,136,917
11042,13577,219,557
11042,13930,5197,315
11042,13931,20,435
11042,14027,77,1020
11042,14082,99,999
11042,14100,1785,363
11042,14107,640,1737
11042,14112,85,932
11042,14492,373,416
11042,14635,821,1025
11042,14679,69,2026
11042,14685,171,641
11042,14747,72,2021
11042,14761,53,872
11042,14771,627,2161
11042,14869,247,1565
11042,14986,189,967
11042,15016,800,487
11042,15304,754,927
11042,15624,26,797
11049,10599,2,600
11049,11298,1334,164
11049,12266,867,74
11057,10135,1019,481
11057,10154,13,723
11057,10208,2099,140
11057,10257,1056,646
11057,10397,6310,226
11057,10423,1714,1032
11057,10431,2641,91
11057,10434,1319,509
11057,10529,2175,644
11057,10581,201,921
11057,10599,2399,350
11057,10693,3431,328
11057,10721,4136,728
11057,10781,983,675
11057,10785,741,761
11057,10792,1129,546
11057,10821,4014,361
11057,10868,2561,88
11057,10874,1729,394
11057,10980,2270,241
11057,10990,2689,245
11057,10994,3161,168
11057,11003,726,742
11057,11042,2395,430
11057,11066,2719,347
11057,11067,480,522
11057,11146,1689,221
11057,11193,3216,335
11057,11252,1511,416
11057,11259,364,926
11057,11267,2083,370
11057,11278,3093,331
11057,11292,2915,1337
11057,11298,3525,936
11057,11423,1045,815
11057,11433,3722,500
11057,11481,738,437
11057,11577,476,476
11057,11612,718,414
11057,11617,1814,221
11057,11618,4759,529
11057,11624,754,736
11057,11641,2264,118
11057,11697,2665,632
11057,11699,1209,99
11057,11721,234,555
11057,11823,721,460
11057,11953,1424,388
11057,11973,791,577
11057,11986,1030,583
11057,11995,3131,83
11057,11996,3166,75
11057,12124,1097,207
11057,12191,359,920
11057,12197,1341,564
11057,12217,1404,333
11057,12223,1059,235
11057,12244,49,605
11057,12264,3821,322
11057,12266,3458,912
11057,12323,3108,185
11057,12339,2836,427
11057,12397,46,557
11057,12448,1279,562
11057,12451,2782,328
11057,12478,3908,541
11057,12889,1998,1916
11057,12892,2385,2125
11057,12945,1728,281
11057,12953,5725,544
11057,12992,1395,640
11057,13139,2135,175
11057,13198,1378,808
11057,13204,4084,468
11057,13230,2071,413
11057,13232,881,584
11057,13244,2164,511
11057,13277,1036,372
11057,13296,1252,737
11057,13303,2623,650
11057,13342,1717,651
11057,13360,1084,490
11057,13422,1426,526
11057,13485,723,708
11057,13487,2601,930
11057,13495,2315,651
11057,13502,13,1505
11057,13577,2811,157
11057,13795,2081,191
11057,13851,885,940
11057,13871,1052,913
11057,13930,5053,599
11057,13931,2910,290
11057,14027,1883,590
11057,14057,341,2282
11057,14092,1470,203
11057,14098,1950,282
11057,14100,3446,449
11057,14107,2866,1773
11057,14108,715,607
11057,14122,3025,366
11057,14193,1707,488
11057,14307,1729,683
11057,14321,830,813
11057,14457,109,1322
11057,14492,3096,130
11057,14524,2904,257
11057,14574,2544,155
11057,14576,1355,573
11057,14635,1868,600
11057,14679,1257,2077
11057,14683,1487,1095
11057,14685,2996,213
11057,14696,719,534
11057,14704,728,371
11057,14730,2659,335
11057,14747,1110,2279
11057,14771,1635,2296
11057,14783,1248,708
11057,14814,716,764
11057,14843,652,1475
11057,14869,693,1727
11057,14893,353,2244
11057,14986,1407,547
11057,15016,2141,575
11057,15024,279,1520
11057,15027,45,1562
11057,15096,1331,603
11057,15249,1437,386
11057,15295,714,466
11057,15304,3267,507
11057,15323,1808,119
11057,15356,188,484
11057,15370,742,842
11057,15376,38,1735
11057,15380,13,702
11057,15412,2533,177
11057,15624,1445,460
11057,15919,1333,754
11066,10397,3720,447
11066,10423,1,1073
11066,10693,719,337
11066,10721,1405,640
11066,10821,1286,337
11066,11057,2715,347
11066,11259,450,919
11066,11278,2326,323
11066,11292,1362,1154
11066,11298,1490,926
11066,11433,2195,155
11066,11618,2139,463
11066,11697,808,973
11066,12191,363,1001
11066,12264,1395,299
11066,12266,1360,986
11066,12478,1310,483
11066,12889,972,1771
11066,12892,907,1995
11066,12953,3704,479
11066,13029,1,733
11066,13204,1703,802
11066,13232,1785,283
11066,13303,1249,990
11066,13485,3,398
11066,13487,1284,626
11066,13495,106,806
11066,13577,101,488
11066,13796,182,2110
11066,13930,5423,296
11066,14027,34,932
11066,14100,1926,406
11066,14107,1050,1670
11066,14492,567,362
11066,14635,799,930
11066,14747,298,2016
11066,14771,189,2120
11066,14869,171,1528
11066,15016,710,409
11066,15304,1093,829
11067,11057,484,522
11067,11298,695,692
11067,13930,1621,135
11076,13930,673,360
11092,11292,590,283
11097,11292,882,391
11097,13930,15,1077
11097,14869,183,298
11109,10397,423,1184
11109,11292,3208,73
11109,11298,1656,592
11109,12264,85,1463
11109,12266,1104,809
11109,12889,417,604
11109,12892,750,833
11109,13204,171,1520
11109,13487,84,725
11109,13930,1497,911
11109,14107,381,551
11109,14683,112,732
11109,14869,810,411
11111,11292,351,671
11111,11298,905,489
11111,13930,1806,315
11122,11292,1545,230
11122,14869,728,320
11140,11259,21,352
11140,11298,2440,354
11140,12191,1274,187
11140,12266,1985,201
11146,10397,1586,363
11146,11057,1660,221
11146,11278,382,249
11146,12264,6,227
11146,12266,126,975
11146,13577,35,356
11146,13930,986,416
11146,14100,339,356
11150,10397,1269,83
11193,10397,2785,373
11193,10423,435,958
11193,10466,106,1553
11193,10529,283,661
11193,10721,1227,752
11193,10821,1831,430
11193,10994,109,497
11193,11057,3195,335
11193,11278,2019,411
11193,11292,1771,1069
11193,11298,2374,812
11193,11433,1780,229
11193,11618,2643,569
11193,11697,740,932
11193,12264,1104,388
11193,12266,1815,871
11193,12451,167,613
11193,12478,709,589
11193,12889,900,1678
11193,12892,843,1900
11193,12953,2618,585
11193,13198,517,539
11193,13204,1372,757
11193,13232,1533,249
11193,13303,1099,948
11193,13485,1,373
11193,13487,1738,596
11193,13495,135,701
11193,13577,61,489
11193,13930,5943,264
