ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,annual_departure_count,median_monthly_dep_cnt,mean_monthly_dep_cnt,airline_count,median_dep_delay,mean_dep_delay,annual_cancellations,pct_flts_cx
14955,SPN,"Saipan, TT",TT,471,40,39,1,-9,-1,2,0.42
14960,SPS,"Wichita Falls, TX",TX,1202,104,100,1,-5,7,56,4.66
14986,SRQ,"Sarasota/Bradenton, FL",FL,8416,672,701,13,-4,11,82,0.97
15008,STC,"St. Cloud, MN",MN,130,9,12,1,-2,21,6,4.62
15016,STL,"St. Louis, MO",MO,74013,6282,6168,19,-1,12,1688,2.28
15023,STS,"Santa Rosa, CA",CA,4062,347,338,5,-4,7,153,3.77
15024,STT,"Charlotte Amalie, VI",VI,3732,335,311,5,-4,8,21,0.56
15027,STX,"Christiansted, VI",VI,889,77,74,4,-6,2,5,0.56
15041,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,1596,120,133,2,-4,10,225,14.1
15048,SUX,"Sioux City, IA",IA,1290,108,108,1,-2,16,55,4.26
15070,SWF,"Newburgh/Poughkeepsie, NY",NY,2792,240,233,4,-5,16,96,3.44
15074,SWO,"Stillwater, OK",OK,841,71,70,1,-6,5,37,4.4
15096,SYR,"Syracuse, NY",NY,17191,1449,1433,17,-5,11,589,3.43
15249,TLH,"Tallahassee, FL",FL,6465,546,539,7,-4,6,110,1.7
15295,TOL,"Toledo, OH",OH,2050,176,171,4,-5,9,71,3.46
15304,TPA,"Tampa, FL",FL,76237,6286,6353,12,-2,11,1047,1.37
15323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,4300,360,358,7,-4,7,59,1.37
15356,TTN,"Trenton, NJ",NJ,2935,264,245,1,-4,16,75,2.56
15370,TUL,"Tulsa, OK",OK,18139,1506,1512,17,-3,9,354,1.95
15376,TUS,"Tucson, AZ",AZ,19591,1632,1633,14,-3,8,279,1.42
15380,TVC,"Traverse City, MI",MI,5480,410,457,13,-4,16,197,3.59
15389,TWF,"Twin Falls, ID",ID,1232,89,103,1,-5,10,2,0.16
15401,TXK,"Texarkana, AR",AR,1200,106,100,1,-6,4,42,3.5
15411,TYR,"Tyler, TX",TX,1512,122,126,2,-5,7,56,3.7
15412,TYS,"Knoxville, TN",TN,20813,1762,1734,16,-5,10,378,1.82
15454,UIN,"Quincy, IL",IL,585,50,49,1,-6,20,46,7.86
15582,VEL,"Vernal, UT",UT,585,50,49,1,-9,11,41,7.01
15607,VLD,"Valdosta, GA",GA,1033,86,86,2,-2,9,2,0.19
15624,VPS,"Valparaiso, FL",FL,8693,676,724,12,-4,9,137,1.58
15841,WRG,"Wrangell, AK",AK,710,60,59,1,-11,-2,14,1.97
15897,WYS,"West Yellowstone, MT",MT,264,49,44,1,-6,13,0,0
15919,XNA,"Fayetteville, AR",AR,15382,1321,1282,15,-4,11,328,2.13
15991,YAK,"Yakutat, AK",AK,701,59,58,1,-12,-6,21,3
16101,YKM,"Yakima, WA",WA,1215,100,101,1,-2,7,37,3.05
16218,YUM,"Yuma, AZ",AZ,1911,159,159,2,-6,5,8,0.42
16869,XWA,"Williston, ND",ND,403,140,134,2,0,38,15,3.72
