ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,annual_number_of_flights,distance
11259,15370,532,238
11267,10397,341,432
11267,11057,696,370
11267,11278,282,391
11267,11292,84,1085
11267,11298,495,861
11267,11433,470,166
11267,11618,5,533
11267,12264,248,368
11267,12266,85,929
11267,12953,216,549
11267,13487,176,574
11267,13930,1076,240
11267,14082,45,904
11267,14100,481,477
11267,14112,27,831
11267,14761,22,785
11267,15624,10,662
11274,13930,322,147
11278,10154,12,405
11278,10208,67,468
11278,10257,447,318
11278,10397,1949,547
11278,10423,134,1315
11278,10529,519,313
11278,10581,173,590
11278,10599,240,653
11278,10693,978,562
11278,10721,2671,399
11278,10781,1,985
11278,10785,294,437
11278,10792,251,296
11278,10868,297,408
11278,10874,85,274
11278,10980,67,523
11278,10994,378,444
11278,11042,610,310
11278,11057,1131,331
11278,11066,683,323
11278,11146,78,249
11278,11193,500,411
11278,11259,627,1184
11278,11267,280,391
11278,11292,515,1476
11278,11298,1173,1192
11278,11423,215,897
11278,11433,943,405
11278,11481,76,769
11278,11618,722,199
11278,11624,151,1023
11278,11697,850,899
11278,11986,156,524
11278,11995,200,248
11278,11996,259,396
11278,12124,2,501
11278,12191,323,1218
11278,12197,357,234
11278,12217,335,613
11278,12266,770,1208
11278,12323,81,319
11278,12339,559,500
11278,12448,100,860
11278,12451,381,634
11278,12478,570,213
11278,12884,74,479
11278,12889,146,2089
11278,12892,536,2311
11278,12945,62,414
11278,12953,1684,214
11278,12992,87,888
11278,13198,465,949
11278,13204,1177,759
11278,13232,705,601
11278,13244,290,762
11278,13277,78,693
11278,13296,363,406
11278,13303,1127,919
11278,13342,232,634
11278,13485,62,707
11278,13487,835,931
11278,13495,698,969
11278,13541,12,383
11278,13577,43,372
11278,13851,209,1158
11278,13871,193,1012
11278,13930,2211,612
11278,13931,297,142
11278,14027,443,857
11278,14057,90,2350
11278,14100,335,119
11278,14107,399,1979
11278,14122,465,204
11278,14193,232,816
11278,14307,842,356
11278,14321,437,482
11278,14492,905,227
11278,14576,313,296
11278,14635,379,892
11278,14685,221,519
11278,14730,296,474
11278,14747,265,2329
11278,14771,192,2442
11278,14843,104,1554
11278,14869,95,1851
11278,14986,115,851
11278,15016,821,719
11278,15096,289,298
11278,15249,128,716
11278,15304,728,814
11278,15412,238,437
11278,15624,85,789
11278,15919,79,963
11283,11292,183,292
11288,13930,100,156
11288,14952,56,43
11292,10140,923,349
11292,10157,88,1026
11292,10257,71,1610
11292,10279,209,359
11292,10299,128,2405
11292,10372,734,125
11292,10397,1769,1199
11292,10408,87,883
11292,10409,174,519
11292,10423,1421,775
11292,10431,14,1248
11292,10529,185,1671
11292,10558,259,150
11292,10561,243,845
11292,10562,36,1132
11292,10599,172,1083
11292,10620,491,455
11292,10627,450,516
11292,10643,9,665
11292,10685,13,834
11292,10693,1109,1014
11292,10713,833,649
11292,10721,836,1754
11292,10785,2,1639
11292,10792,90,1359
11292,10800,665,850
11292,10821,908,1491
11292,10849,571,524
11292,10994,100,1449
11292,11003,249,692
11292,11042,513,1201
11292,11057,881,1337
11292,11066,402,1154
11292,11092,214,283
11292,11097,253,391
11292,11109,971,73
11292,11111,89,671
11292,11122,483,230
11292,11193,499,1069
11292,11259,1004,651
11292,11267,85,1085
11292,11278,514,1476
11292,11283,184,292
11292,11298,1936,641
11292,11315,248,488
11292,11413,648,251
11292,11423,690,589
11292,11433,858,1123
11292,11447,10,638
11292,11468,218,305
11292,11481,3,1250
11292,11503,306,120
11292,11540,457,563
11292,11603,411,996
11292,11618,760,1605
11292,11637,480,627
11292,11638,504,844
11292,11648,341,752
11292,11695,243,503
11292,11697,833,1703
11292,11775,516,483
11292,11865,249,313
11292,11884,582,836
11292,11921,430,212
11292,11977,2,905
11292,11986,253,1015
11292,11996,128,1278
11292,12003,205,623
11292,12012,207,152
11292,12094,364,141
11292,12156,243,594
11292,12173,91,3365
11292,12177,82,501
11292,12191,899,883
11292,12206,30,1023
11292,12217,180,1048
11292,12255,267,298
11292,12264,1109,1452
11292,12266,1409,862
11292,12278,514,420
11292,12280,410,458
11292,12339,837,977
11292,12441,431,406
11292,12451,269,1447
11292,12478,290,1626
11292,12519,250,573
11292,12758,82,3329
11292,12888,257,113
11292,12889,2428,628
11292,12892,2622,862
11292,12896,338,456
11292,12899,258,228
11292,12902,174,280
11292,12953,1066,1620
11292,12954,28,854
11292,12982,81,3414
11292,12992,345,771
11292,13029,332,423
11292,13158,439,563
11292,13198,1320,533
11292,13204,1400,1546
11292,13232,947,895
11292,13244,358,872
11292,13264,280,964
11292,13303,490,1709
11292,13342,787,896
11292,13367,175,752
11292,13388,67,780
11292,13433,267,604
11292,13476,137,959
11292,13485,324,826
11292,13486,308,679
11292,13487,1748,680
11292,13495,799,1062
11292,13502,474,196
11292,13577,10,1485
11292,13796,615,957
11292,13830,88,3302
11292,13851,948,495
11292,13871,1045,472
11292,13891,713,819
11292,13930,1730,888
11292,13931,123,1553
11292,13964,9,1040
11292,14004,241,1036
11292,14027,4,1679
11292,14057,1104,991
11292,14100,779,1558
11292,14107,2861,602
11292,14120,213,385
11292,14122,427,1290
11292,14193,56,1179
11292,14237,207,557
11292,14252,247,852
11292,14262,514,776
11292,14288,256,109
11292,14457,561,300
11292,14489,266,898
11292,14492,571,1436
11292,14524,156,1482
11292,14534,139,296
11292,14543,230,260
11292,14570,580,804
11292,14635,241,1607
11292,14674,306,303
11292,14679,1651,853
11292,14683,804,794
11292,14685,19,1414
11292,14689,347,916
11292,14698,365,931
11292,14730,342,1024
11292,14747,2065,1024
11292,14771,1722,967
11292,14783,464,637
11292,14794,233,517
11292,14812,91,359
11292,14814,89,792
11292,14831,983,948
11292,14869,2367,391
11292,14877,57,383
11292,14893,1191,909
11292,14908,1127,846
11292,14986,6,1531
11292,15016,1377,770
11292,15023,79,977
11292,15041,85,557
11292,15096,86,1492
11292,15304,917,1506
11292,15370,504,541
11292,15376,924,639
11292,15411,22,732
11292,15412,221,1162
11292,15582,218,259
11292,15624,2,1210
11292,15919,292,616
11292,16869,327,582
11298,10136,776,158
11298,10140,942,569
11298,10155,511,89
11298,10185,352,285
11298,10208,172,874
11298,10279,758,312
11298,10299,28,3043
11298,10372,296,701
11298,10397,1973,731
11298,10423,1306,190
11298,10431,205,848
11298,10529,137,1471
11298,10561,268,1271
11298,10599,632,597
11298,10620,188,1081
11298,10627,262,977
11298,10685,261,690
11298,10693,971,631
11298,10713,411,1272
11298,10721,970,1562
11298,10728,317,270
11298,10747,345,482
11298,10781,645,383
11298,10792,172,1212
11298,10800,254,1231
11298,10821,489,1217
11298,10849,177,1163
11298,10868,307,922
11298,10980,330,695
11298,10994,387,987
11298,11003,405,685
11298,11042,426,1021
11298,11049,421,164
11298,11057,1304,936
11298,11066,451,926
11298,11067,275,692
11298,11109,589,592
11298,11111,329,489
11298,11140,809,354
11298,11193,717,812
11298,11233,89,713
11298,11267,489,861
11298,11278,1173,1192
11298,11292,1947,641
11298,11413,347,674
11298,11415,274,335
11298,11423,454,624
11298,11433,1181,986
11298,11481,285,685
11298,11503,234,721
11298,11540,1129,551
11298,11612,257,642
11298,11618,923,1372
11298,11624,147,1089
11298,11637,228,968
11298,11638,331,1313
11298,11648,43,1390
11298,11695,263,853
11298,11697,1099,1119
11298,11775,338,737
11298,11778,458,227
11298,11823,362,859
11298,11867,265,404
11298,11884,186,1477
11298,11905,316,140
11298,11921,344,773
11298,11953,269,900
11298,11973,342,500
11298,11980,269,561
11298,11982,734,134
11298,11986,384,931
11298,11995,244,999
11298,11996,288,862
11298,12012,88,678
11298,12094,91,769
11298,12124,4,954
11298,12173,202,3784
11298,12191,882,247
11298,12206,328,461
11298,12217,603,603
11298,12264,698,1172
11298,12266,1984,224
11298,12278,776,328
11298,12323,255,1106
11298,12339,625,761
11298,12441,162,1047
11298,12448,644,408
11298,12451,600,918
11298,12478,324,1391
11298,12511,261,327
11298,12758,63,3724
11298,12889,1641,1055
11298,12891,384,140
11298,12892,2385,1235
11298,12896,768,282
11298,12915,326,295
11298,12945,396,785
11298,12951,498,351
11298,12953,1693,1389
11298,12992,930,304
11298,13061,412,396
11298,13158,783,309
11298,13198,940,460
11298,13204,1503,985
11298,13230,120,1231
11298,13241,181,485
11298,13244,901,431
11298,13256,800,469
11298,13277,311,622
11298,13290,350,431
11298,13303,1375,1121
11298,13342,385,853
11298,13367,258,691
11298,13377,332,293
11298,13422,355,539
11298,13476,104,1430
11298,13485,352,821
11298,13486,177,1320
11298,13487,1128,852
11298,13495,930,447
11298,13502,149,722
11298,13577,66,1048
11298,13830,174,3711
11298,13851,1121,175
11298,13871,557,583
11298,13891,725,1188
11298,13930,2393,801
11298,13931,273,1212
11298,14027,404,1102
11298,14057,583,1616
11298,14100,1203,1303
11298,14107,1671,868
11298,14108,261,672
11298,14109,269,462
11298,14122,519,1067
11298,14193,562,604
11298,14262,388,1126
11298,14321,4,1622
11298,14457,328,835
11298,14492,605,1061
11298,14524,317,1158
11298,14570,348,1345
11298,14588,339,435
11298,14635,533,1017
11298,14674,403,551
11298,14679,1049,1171
11298,14683,1295,247
11298,14685,358,925
11298,14689,272,1316
11298,14696,355,846
11298,14698,242,1360
11298,14730,659,733
11298,14747,1154,1660
11298,14771,1319,1464
11298,14783,967,364
11298,14794,97,976
11298,14814,666,190
11298,14831,467,1438
11298,14842,593,229
11298,14843,191,2165
11298,14869,1235,989
11298,14893,509,1431
11298,14908,927,1205
11298,14952,321,630
11298,14960,388,113
11298,14986,147,945
11298,15016,897,550
11298,15023,52,1495
11298,15024,12,2225
11298,15048,109,657
11298,15074,266,225
11298,15249,361,767
11298,15304,983,929
11298,15323,257,868
11298,15370,1081,237
11298,15376,843,813
11298,15380,55,1022
11298,15401,373,181
11298,15411,530,102
11298,15412,502,771
11298,15624,454,641
11298,15919,1025,280
11298,16218,186,1022
11308,10397,436,170
11315,11292,246,488
11336,10299,31,329
11337,13487,519,144
11337,13930,447,397
11413,11292,650,251
11413,11298,345,674
11413,12266,11,869
11413,14107,239,351
11415,11298,273,335
11423,10397,246,743
11423,10423,12,813
11423,10466,67,1137
11423,10693,23,530
11423,11057,490,815
11423,11278,217,897
11423,11292,696,589
11423,11298,454,624
11423,11433,358,534
11423,11618,2,1017
11423,12266,229,802
11423,12889,181,1216
11423,12892,3,1447
11423,12953,89,1031
11423,13204,36,1141
11423,13487,508,232
11423,13930,1281,299
11423,14082,74,1206
11423,14100,109,972
11423,14107,327,1149
11423,14112,76,1126
11423,14761,72,1124
11423,14869,73,955
11423,14986,24,1160
11423,15016,318,259
11423,15624,10,860
11433,10135,338,425
11433,10257,437,489
11433,10333,182,198
11433,10397,1647,594
11433,10408,390,296
11433,10423,424,1149
11433,10434,308,399
11433,10469,420,113
11433,10529,534,549
11433,10577,237,378
11433,10581,28,750
11433,10599,219,625
11433,10693,853,456
11433,10721,1019,632
11433,10785,343,537
11433,10792,560,241
11433,10821,877,409
11433,10849,15,1400
11433,10980,133,505
11433,10994,36,667
11433,11003,251,430
11433,11013,152,284
11433,11042,607,95
11433,11057,1232,500
11433,11066,674,155
11433,11193,659,229
11433,11203,152,363
11433,11259,43,981
11433,11267,470,166
11433,11278,943,405
11433,11292,855,1123
11433,11298,1183,986
11433,11423,358,534
11433,11537,562,332
11433,11577,304,164
11433,11587,261,306
11433,11612,301,363
11433,11618,1096,488
11433,11697,949,1127
11433,11823,342,128
11433,11977,440,287
11433,11986,695,120
11433,11995,252,460
11433,11996,243,508
11433,12173,6,4475
11433,12197,294,505
11433,12217,83,554
11433,12264,839,383
11433,12266,1083,1075
11433,12335,154,344
11433,12339,737,231
11433,12397,248,353
11433,12451,214,813
11433,12478,600,509
11433,12884,489,74
11433,12889,1074,1749
11433,12892,821,1979
11433,12945,424,296
11433,12953,1365,502
11433,12992,16,705
11433,13076,88,416
11433,13184,520,98
11433,13198,456,629
11433,13204,1241,957
11433,13230,358,371
11433,13232,709,228
11433,13244,271,610
11433,13296,293,610
11433,13303,544,1145
11433,13342,477,237
11433,13367,175,373
11433,13459,175,349
11433,13485,484,311
11433,13487,1029,528
11433,13495,381,926
11433,13577,106,636
11433,13851,90,900
11433,13871,233,651
11433,13930,2086,235
11433,13931,422,529
11433,13933,134,588
11433,14027,126,1086
11433,14057,70,1953
11433,14100,936,453
11433,14107,817,1671
11433,14122,569,201
11433,14150,263,243
11433,14307,287,615
11433,14321,269,668
11433,14492,515,501
11433,14524,263,456
11433,14576,479,296
11433,14635,910,1084
11433,14679,203,1956
11433,14683,221,1214
11433,14685,22,705
11433,14696,440,157
11433,14711,249,301
11433,14730,445,306
11433,14747,688,1927
11433,14771,466,2079
11433,14831,73,2062
11433,14843,82,1930
11433,14869,637,1481
11433,14893,69,2013
11433,14908,60,1960
11433,14986,18,1022
11433,15016,706,440
11433,15070,139,479
11433,15096,492,374
11433,15304,931,983
11433,15380,458,207
11433,15412,438,443
11447,11292,101,638
11447,12519,155,83
11468,11292,217,305
11468,12899,55,92
11468,13930,85,583
11470,14747,324,99
11470,16101,31,60
11471,11076,29,215
11471,13930,292,269
11481,10397,673,240
11481,10423,7,710
11481,10693,396,401
11481,10821,23,798
11481,11057,317,437
11481,11066,1,684
11481,11259,205,674
11481,11278,76,769
11481,11292,3,1250
11481,11298,284,685
11481,12191,150,571
11481,12266,254,572
11481,13232,8,795
11481,13930,9,809
11481,15016,154,634
11503,10372,18,29
11503,10397,78,1312
11503,11292,307,120
11503,11298,214,721
11503,11618,77,1725
11503,12266,81,934
11503,12478,75,1746
11503,12892,78,748
11503,12953,6,1739
11503,13303,74,1810
11503,13930,156,1007
11503,14100,6,1678
11503,14107,5,513
11503,14771,76,847
11503,14869,5,279
11525,14869,231,200
11537,10397,2,717
11537,11433,562,332
11537,12264,10,224
11537,14082,23,1090
11537,14112,38,1035
11537,14761,76,954
11540,10397,250,1282
11540,10423,146,528
11540,11259,549,562
11540,11292,467,563
11540,11298,1125,551
11540,12191,262,677
11540,12266,613,667
11540,12889,253,583
11540,12892,380,715
11540,13930,393,1236
11540,14107,894,347
11540,14679,103,636
11540,14683,181,496
11540,14747,134,1368
11540,14761,7,1514
11540,14831,1,964
11577,11057,269,476
11577,11433,305,164
11577,13930,223,398
11587,11433,261,306
11603,10466,45,971
11603,11292,399,996
11603,12889,36,700
11603,12892,402,748
11603,13796,33,445
11603,13930,89,1780
11603,14057,258,106
11603,14107,170,952
11603,14679,8,850
11603,14747,869,234
11603,14771,459,451
11603,14869,290,618
11612,10397,374,350
11612,11057,243,414
11612,11298,255,642
11612,11433,299,363
11612,13930,468,272
11612,14761,38,734
11612,15624,12,524
11617,10397,253,433
11617,11057,569,221
11618,10257,378,143
11618,10397,1794,746
11618,10423,331,1504
11618,10431,40,583
11618,10581,169,393
11618,10693,578,748
11618,10721,1593,200
11618,10732,83,1585
11618,10785,290,266
11618,10792,328,282
11618,10849,78,1882
11618,10874,157,382
11618,10994,377,628
11618,11042,597,404
11618,11057,1368,529
11618,11066,575,463
11618,11193,641,569
11618,11267,4,533
11618,11278,726,199
11618,11292,758,1605
11618,11298,926,1372
11618,11423,1,1017
11618,11433,1094,488
11618,11503,77,1725
11618,11624,250,1196
11618,11697,1567,1065
11618,11986,167,605
11618,11995,373,445
11618,11996,247,594
11618,12094,17,1728
11618,12173,88,4962
11618,12264,771,212
11618,12266,1046,1400
11618,12339,576,645
11618,12441,79,1874
11618,12451,357,820
11618,12889,658,2227
11618,12892,1227,2454
11618,13198,316,1092
11618,13204,2153,937
11618,13244,289,946
11618,13296,4,209
11618,13303,1274,1085
11618,13342,274,725
11618,13485,189,799
11618,13487,843,1008
11618,13495,474,1167
11618,13502,49,1795
11618,13577,69,550
11618,13851,5,1325
11618,13871,166,1134
11618,13930,1344,719
11618,13931,382,284
11618,14027,1144,1023
11618,14057,224,2434
11618,14107,638,2133
11618,14122,783,319
11618,14231,152,515
11618,14262,5,2358
11618,14307,254,160
11618,14321,372,284
11618,14492,948,416
11618,14524,489,277
11618,14576,332,246
11618,14635,839,1068
11618,14679,369,2425
11618,14683,170,1569
11618,14685,287,708
11618,14730,257,642
11618,14747,436,2402
11618,14771,1473,2565
11618,14831,72,2548
11618,14843,713,1608
11618,14869,307,1969
11618,14893,5,2500
11618,14908,227,2434
11618,14986,250,1034
11618,15016,527,872
11618,15024,94,1634
11618,15096,329,195
11618,15304,929,997
11618,15412,121,631
11618,15624,24,988
11618,15919,84,1131
11624,10397,580,646
11624,10721,8,1373
11624,11057,531,736
11624,11278,152,1023
11624,11298,147,1089
11624,11618,245,1196
11624,12953,23,1207
11624,13303,460,126
11624,13930,324,1251
11624,14100,151,1121
11624,14635,40,136
11630,10299,723,261
11630,14709,63,373
11630,14747,648,1533
11637,10397,16,1123
11637,10466,147,1220
11637,10693,8,910
11637,11292,483,627
11637,11298,228,968
11637,12889,68,1205
11637,12892,4,1440
11637,13487,724,223
11637,13930,583,557
11637,14107,114,1225
11637,14761,38,1508
11638,11292,514,844
11638,11298,331,1313
11638,12889,165,259
11638,12892,589,209
11638,13930,82,1730
11638,14057,176,626
11638,14107,503,493
11638,14679,308,314
11638,14747,395,748
11638,14771,479,158
11638,14869,417,501
11641,10397,597,331
11641,11057,716,118
11648,10466,34,1044
11648,11292,340,752
11648,11298,43,1390
11648,12156,41,159
11648,12889,34,845
11648,12892,5,1014
11648,13487,92,1026
11648,13796,5,834
11648,13930,16,1352
11648,14747,402,379
11648,14869,463,531
11648,14908,1,1027
11695,11292,243,503
11695,11298,263,853
11695,14107,398,119
11697,10135,20,1041
11697,10158,295,977
11697,10257,181,1204
11697,10397,2763,581
11697,10423,294,1105
11697,10431,210,660
11697,10529,536,1173
11697,10599,5,650
11697,10676,25,1028
11697,10693,798,793
11697,10721,1087,1237
11697,10732,139,982
11697,10792,286,1166
11697,10821,1413,925
11697,10994,95,470
11697,11042,414,1062
11697,11057,1166,632
11697,11066,258,973
11697,11193,284,932
11697,11259,535,1108
11697,11278,862,899
11697,11292,810,1703
11697,11298,1098,1119
11697,11433,951,1127
11697,11618,1564,1065
11697,11721,24,1182
11697,11986,22,1198
11697,11996,36,620
11697,12094,24,1843
11697,12191,479,957
11697,12197,180,1097
11697,12264,275,901
11697,12265,76,1176
11697,12266,735,966
11697,12339,291,1005
11697,12391,184,1092
11697,12451,274,319
11697,12478,1229,1069
11697,12544,150,643
11697,12889,323,2173
11697,12892,667,2343
11697,12898,81,980
11697,12917,46,961
11697,12945,45,865
11697,12953,1114,1076
11697,13198,212,1242
11697,13204,655,177
11697,13232,643,1167
11697,13244,43,851
11697,13342,121,1243
11697,13487,375,1487
11697,13495,692,674
11697,13577,108,529
11697,13796,4,2576
11697,13930,1346,1182
11697,13931,37,781
11697,13933,86,1211
11697,14025,132,1334
11697,14100,1094,992
11697,14107,152,1972
11697,14122,402,994
11697,14307,277,1188
11697,14492,531,680
11697,14524,296,805
11697,14576,8,1183
11697,14679,71,2269
11697,14683,63,1145
11697,14730,59,895
11697,14747,249,2717
11697,14771,362,2584
11697,14831,1,2557
11697,14843,1158,1046
11697,14869,173,2084
11697,15016,319,1057
11697,15024,120,1107
11697,15027,45,1140
11697,15070,85,1118
11697,15096,59,1197
11697,15304,700,197
11697,15356,82,1026
11697,15412,95,708
11699,11057,419,99
11721,10397,344,645
11721,10693,8,497
11721,11057,298,555
11721,11697,24,1182
11721,13930,663,223
11721,14082,112,1111
11721,14112,112,1040
11721,14761,106,988
11721,14986,27,1075
11775,10397,72,954
11775,10466,137,1072
11775,10693,12,741
11775,11292,514,483
11775,11298,336,737
11775,12889,70,1104
11775,13487,712,196
11775,13930,749,463
11775,14082,23,1415
11775,14107,158,1081
11775,14112,31,1334
11775,14679,8,1336
11775,14761,42,1334
11778,10397,241,579
11778,11298,457,227
11823,10397,378,508
11823,10466,30,1546
11823,11057,248,460
11823,11298,365,859
11823,11433,340,128
11823,12889,8,1649
11823,13487,84,488
11823,13577,12,610
11823,13930,724,157
11823,14082,117,986
11823,14100,89,530
11823,14112,74,912
11823,14761,62,870
11823,14986,28,948
11865,11292,249,313
11865,14812,41,77
11867,11298,265,404
11884,10713,358,287
11884,11292,579,836
11884,11298,186,1477
11884,12889,399,806
11884,12892,329,945
11884,13487,151,1175
11884,13796,277,723
11884,13930,82,1498
11884,14004,95,222
11884,14057,809,279
11884,14107,339,1020
11884,14679,197,1027
11884,14747,2478,224
11884,14771,224,733
11884,14831,92,742
11884,14869,527,546
11884,14893,103,649
11898,10466,37,1260
11898,12889,33,1230
11898,13487,516,284
11898,14761,11,1573
11905,11298,315,140
11921,10397,2,1391
11921,10466,38,437
11921,11292,432,212
11921,11298,346,773
11921,12889,34,420
11921,12892,11,655
11921,13487,1,881
11921,13502,49,54
11921,14107,330,438
11921,14869,357,216
11953,10397,800,300
11953,11057,500,388
11953,11298,269,900
11953,13303,158,294
11973,10397,575,352
11973,10693,10,418
11973,11057,326,577
11973,11298,343,500
11973,12266,392,376
11973,14761,13,485
11977,10397,86,774
11977,11292,10,905
11977,11433,439,287
11977,13204,36,1169
11977,13487,297,252
11977,13930,955,174
11980,10466,49,905
11980,11298,269,561
11980,12889,37,971
11982,11298,732,134
11982,12266,286,166
11986,10397,410,640
11986,10423,12,1103
11986,10466,96,1561
11986,10693,26,470
11986,10821,115,528
11986,11057,422,583
11986,11278,155,524
11986,11292,239,1015
11986,11298,382,931
11986,11433,695,120
11986,11618,170,605
11986,11697,22,1198
11986,12264,86,501
11986,12266,123,1042
11986,12451,32,880
11986,12889,69,1642
11986,12892,8,1874
11986,12953,209,618
11986,13204,172,1024
11986,13232,415,137
11986,13303,69,1214
11986,13487,414,408
11986,13495,22,927
11986,13930,1325,137
11986,14082,114,1118
11986,14100,229,573
11986,14107,112,1574
11986,14112,173,1044
11986,14635,98,1147
11986,14685,24,778
11986,14761,166,1001
11986,14986,51,1080
11986,15304,86,1041
11995,10397,786,306
11995,11057,997,83
11995,11278,199,248
11995,11298,243,999
11995,11433,254,460
11995,11618,372,445
11995,12264,344,239
11995,12953,566,461
11995,13204,101,535
11995,13303,198,710
11995,13930,618,589
11995,14100,365,365
11995,14112,36,587
11995,14761,30,510
11996,10397,1305,153
11996,10821,116,426
11996,11057,1139,75
11996,11278,257,396
11996,11292,130,1278
11996,11298,288,862
11996,11433,244,508
11996,11618,251,594
11996,11697,36,620
11996,12264,297,384
11996,12266,190,837
11996,12953,210,610
11996,13204,48,449
11996,13303,184,637
11996,13495,3,578
11996,13930,577,577
11996,14100,348,515
11996,14112,41,482
11996,14761,36,425
11997,12523,25,41
12003,10466,44,978
12003,11292,219,623
12003,12156,30,67
12003,12280,1,276
12003,12889,30,811
12003,13487,119,887
12003,14747,206,512
12003,14869,278,463
12007,10397,433,241
12012,11292,207,152
12012,11298,88,678
12012,12266,76,886
12016,12173,183,3801
12016,14955,147,129
12094,10397,78,1340
12094,10721,24,1871
12094,11292,366,141
12094,11298,91,769
12094,11618,17,1728
12094,11697,24,1843
12094,12264,11,1582
12094,12266,76,985
12094,12892,79,763
12094,13487,25,774
12094,13930,130,1009
12094,14679,35,769
12094,14747,34,891
12094,14771,11,838
12119,13577,8,421
12119,14112,14,861
12119,14761,46,780
12124,10397,361,238
12124,11057,437,207
12124,11278,2,501
12124,11298,4,954
12124,12264,33,498
12124,13930,4,781
12124,14100,6,609
12124,14685,49,30
12129,13487,259,174
12156,11292,238,594
12156,12003,45,67
12156,13487,69,913
12156,14747,163,491
12156,14869,334,402
12173,10299,87,2777
12173,10397,88,4502
12173,10721,61,5095
12173,11292,91,3365
12173,11298,202,3784
12173,11433,5,4475
12173,11618,88,4962
12173,12016,182,3801
12173,12264,32,4817
12173,12266,93,3904
12173,12402,2068,216
12173,12478,89,4983
12173,12492,248,84
12173,12758,2483,163
12173,12889,220,2762
12173,12892,1600,2556
12173,12954,85,2569
12173,12982,2560,102
12173,13034,642,72
12173,13347,467,54
12173,13487,65,3972
12173,13796,496,2409
12173,13830,3334,100
12173,13930,187,4243
12173,14057,170,2603
12173,14107,173,2917
12173,14222,23,2599
12173,14679,173,2614
12173,14747,844,2677
12173,14771,766,2398
12173,14831,229,2417
12173,14869,87,2994
12173,14893,179,2462
12177,11292,81,501
12177,12266,204,501
12191,10140,247,759
12191,10279,10,537
12191,10397,1334,696
12191,10423,605,148
12191,10431,8,843
12191,10599,189,570
12191,10693,393,670
12191,10721,45,1609
12191,10800,76,1389
12191,10821,517,1246
12191,10994,100,928
12191,11057,104,920
12191,11066,156,1001
12191,11140,469,187
12191,11259,2024,239
12191,11278,341,1218
12191,11292,893,883
12191,11298,883,247
12191,11481,135,571
12191,11540,265,677
12191,11697,469,957
12191,12206,578,277
12191,12339,108,861
12191,12451,175,816
12191,12889,652,1235
12191,12892,626,1390
12191,12896,16,474
12191,12953,290,1428
12191,12992,77,393
12191,13158,362,441
12191,13198,279,666
12191,13204,625,849
12191,13232,793,937
12191,13244,169,484
12191,13342,132,1004
12191,13495,922,302
12191,13796,228,1642
12191,13851,584,419
12191,13871,94,804
12191,14100,9,1336
12191,14107,637,1020
12191,14122,108,1131
12191,14193,143,488
12191,14492,112,1050
12191,14679,333,1313
12191,14683,686,192
12191,14685,8,853
12191,14730,97,803
12191,14831,95,1621
12191,14843,61,1997
12191,14869,31,1214
12191,14893,1,1624
12191,15016,418,687
12191,15304,414,781
12191,15370,276,453
12191,15412,8,782
12191,15624,8,528
12197,10397,539,780
12197,11057,365,564
12197,11278,357,234
12197,11433,293,505
12197,11697,180,1097
12197,13204,263,972
12197,13930,421,738
12197,14027,442,1056
12197,14635,172,1102
12197,15304,86,1032
12206,10423,88,273
12206,11259,1,458
12206,11292,38,1023
12206,11298,328,461
12206,12191,574,277
12206,12266,512,295
12206,13487,79,1310
12217,10397,781,151
12217,11057,475,333
12217,11278,335,613
12217,11292,180,1048
12217,11298,604,603
12217,11433,84,554
12217,12264,206,596
12217,12266,380,595
12217,13204,33,535
12217,13930,344,510
12223,11057,411,235
12223,13577,18,382
12223,14082,12,790
12223,14112,73,721
12223,14761,68,665
12223,15624,13,589
12244,11057,15,605
12244,14100,222,157
12255,11292,266,298
12255,14877,163,88
12264,10154,5,423
12264,10257,346,325
12264,10397,1435,534
12264,10423,284,1297
12264,10431,253,370
12264,10434,203,189
12264,10529,426,326
12264,10581,75,601
12264,10693,326,542
12264,10721,428,413
12264,10785,344,441
12264,10792,316,283
12264,10868,351,401
12264,10990,267,77
12264,10994,393,441
12264,11027,147,151
12264,11042,373,288
12264,11057,1101,322
12264,11066,430,299
12264,11193,326,388
12264,11267,247,368
12264,11292,1069,1452
12264,11298,708,1172
12264,11433,835,383
12264,11537,9,224
12264,11618,785,212
12264,11697,275,901
12264,11986,81,501
12264,11995,343,239
12264,11996,298,384
12264,12094,11,1582
12264,12124,33,498
12264,12173,33,4817
12264,12217,213,596
12264,12266,575,1190
12264,12323,254,323
12264,12339,439,476
12264,12397,295,250
12264,12451,348,630
12264,12478,287,228
12264,12889,208,2065
12264,12892,809,2288
12264,12945,174,392
12264,12953,365,229
12264,13121,39,176
12264,13198,168,926
12264,13204,583,758
12264,13230,356,94
12264,13296,236,418
12264,13303,192,921
12264,13487,473,908
12264,13495,250,955
12264,13577,21,372
12264,13832,172,409
12264,13851,101,1136
12264,13930,707,588
12264,13931,422,157
12264,14025,257,444
12264,14027,90,859
12264,14057,26,2327
12264,14100,54,135
12264,14107,116,1956
12264,14122,414,182
12264,14231,74,716
12264,14307,264,371
12264,14321,296,493
12264,14492,414,224
12264,14524,418,100
12264,14574,278,177
12264,14576,357,288
12264,14635,265,891
12264,14679,274,2253
12264,14683,163,1362
12264,14685,294,515
12264,14711,320,133
12264,14730,223,451
12264,14747,435,2306
12264,14771,885,2419
12264,14802,195,91
12264,14843,105,1571
