ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,annual_number_of_flights,distance
10397,13277,660,147
10397,13296,12,952
10397,13303,2034,594
10397,13342,840,669
10397,13360,478,442
10397,13367,317,633
10397,13377,417,448
10397,13422,664,302
10397,13485,236,707
10397,13487,1440,907
10397,13495,1535,425
10397,13502,29,1352
10397,13577,475,317
10397,13795,467,399
10397,13796,121,2130
10397,13851,552,761
10397,13871,506,821
10397,13891,158,1900
10397,13930,2410,606
10397,13931,893,516
10397,14027,1243,545
10397,14057,343,2172
10397,14098,294,508
10397,14100,1846,666
10397,14107,1095,1587
10397,14108,339,565
10397,14122,1118,526
10397,14193,902,271
10397,14262,47,1840
10397,14307,236,903
10397,14321,75,1027
10397,14492,1687,356
10397,14524,1338,481
10397,14570,26,1993
10397,14574,489,357
10397,14576,243,749
10397,14633,89,831
10397,14635,1213,515
10397,14679,605,1892
10397,14683,877,874
10397,14685,994,214
10397,14696,341,566
10397,14730,870,321
10397,14747,927,2182
10397,14771,905,2139
10397,14783,460,563
10397,14814,659,551
10397,14831,241,2116
10397,14843,428,1547
10397,14869,1144,1590
10397,14893,352,2092
10397,14908,248,1919
10397,14986,706,444
10397,15016,1212,484
10397,15024,184,1599
10397,15027,28,1638
10397,15096,240,794
10397,15249,794,223
10397,15304,2221,406
10397,15323,623,227
10397,15356,88,701
10397,15370,467,674
10397,15376,223,1541
10397,15412,923,152
10397,15607,358,208
10397,15624,671,250
10397,15919,557,589
10408,10397,156,765
10408,10466,58,1452
10408,10693,18,570
10408,11292,89,883
10408,11433,389,296
10408,12889,33,1510
10408,13487,425,236
10408,13930,930,161
10408,14082,62,1250
10408,14112,41,1173
10408,14761,59,1141
10409,11292,174,519
10409,13930,106,507
10423,10140,155,619
10423,10397,1207,813
10423,10431,12,950
10423,10693,415,756
10423,10721,289,1698
10423,10821,384,1342
10423,11057,597,1032
10423,11193,95,958
10423,11259,1119,189
10423,11278,124,1315
10423,11292,1377,775
10423,11298,1318,190
10423,11423,12,813
10423,11433,424,1149
10423,11481,7,710
10423,11540,159,528
10423,11618,328,1504
10423,11697,325,1105
10423,11986,12,1103
10423,12191,578,148
10423,12206,84,273
10423,12264,281,1297
10423,12266,907,140
10423,12339,33,919
10423,12478,596,1521
10423,12889,688,1090
10423,12892,1036,1242
10423,12896,75,341
10423,12954,88,1226
10423,13198,100,650
10423,13204,628,994
10423,13232,442,972
10423,13244,18,559
10423,13303,353,1103
10423,13487,254,1042
10423,13495,434,444
10423,13796,137,1497
10423,13891,29,1196
10423,13930,811,977
10423,14057,101,1715
10423,14100,164,1430
10423,14107,1037,872
10423,14122,18,1210
10423,14492,71,1162
10423,14679,418,1164
10423,14747,339,1770
10423,14761,14,994
10423,14771,626,1504
10423,14831,411,1476
10423,14869,370,1086
10423,14893,80,1481
10423,15016,256,721
10423,15304,176,928
10423,15412,12,882
10423,15624,12,666
10431,10397,665,164
10431,10423,12,950
10431,10821,14,414
10431,11057,829,91
10431,11292,14,1248
10431,11298,204,848
10431,11618,40,583
10431,11697,211,660
10431,11995,15,153
10431,12191,8,843
10431,12264,254,370
10431,12953,23,599
10431,13204,63,488
10431,13232,12,521
10431,13930,181,536
10431,14027,31,620
10431,14082,52,588
10431,14100,148,504
10431,14112,149,519
10431,14761,187,465
10431,14986,36,554
10434,10397,72,714
10434,11057,505,509
10434,11433,308,399
10434,12264,198,189
10434,13930,430,632
10434,14100,271,104
10466,10408,58,1452
10466,10620,69,878
10466,10627,104,1092
10466,10666,46,1208
10466,10676,24,1272
10466,10713,24,749
10466,10849,50,861
10466,11003,100,1240
10466,11193,42,1553
10466,11423,67,1137
10466,11603,45,971
10466,11637,147,1220
10466,11648,34,1044
10466,11775,137,1072
10466,11823,30,1546
10466,11898,37,1260
10466,11921,38,437
10466,11980,49,905
10466,11986,97,1561
10466,12003,44,978
10466,12278,39,855
10466,12280,62,704
10466,12889,50,276
10466,13244,12,1245
10466,13256,22,943
10466,13264,8,875
10466,13367,38,1288
10466,13433,79,1164
10466,13486,48,948
10466,13796,38,668
10466,13829,34,544
10466,13871,31,1026
10466,14108,77,1312
10466,14252,54,977
10466,14314,187,477
10466,14457,61,873
10466,14489,35,911
10466,14512,65,1373
10466,14696,47,1501
10466,14716,45,625
10466,14783,61,1066
10466,15008,61,1259
10466,15380,40,1599
10466,15919,24,1006
10469,11433,420,113
10469,13487,82,426
10469,13930,618,122
10529,10397,697,859
10529,10785,6,176
10529,10821,618,283
10529,11042,72,476
10529,11057,707,644
10529,11193,66,661
10529,11278,520,313
10529,11292,181,1671
10529,11298,139,1471
10529,11433,533,549
10529,11697,535,1173
10529,12264,427,326
10529,12266,81,1507
10529,12892,6,2527
10529,13204,900,1050
10529,13232,201,777
10529,13303,164,1194
10529,13487,367,1050
10529,13577,46,664
10529,13930,705,783
10529,14027,190,1133
10529,14100,496,196
10529,14492,78,532
10529,14635,400,1180
10529,14843,192,1666
10529,15016,95,957
10529,15304,523,1111
10551,10299,267,399
10558,11292,260,150
10558,14120,59,241
10561,11292,242,845
10561,11298,268,1271
10561,14107,332,425
10561,14771,125,238
10562,11292,36,1132
10562,13204,4,434
10577,11433,238,378
10581,10154,5,253
10581,11057,59,921
10581,11278,172,590
10581,11433,28,750
10581,11618,169,393
10581,12264,74,601
10581,12478,47,382
10581,12953,222,378
10581,14100,476,473
10581,14112,78,1394
10581,14761,87,1299
10599,10397,972,134
10599,10821,108,682
10599,11057,891,350
10599,11259,302,587
10599,11278,239,653
10599,11292,173,1083
10599,11298,632,597
10599,11433,219,625
10599,11697,5,650
10599,12191,166,570
10599,12266,576,562
10599,12889,154,1618
10599,12953,177,866
10599,13204,299,479
10599,13232,160,570
10599,13303,196,661
10599,13930,442,583
10599,14100,216,772
10599,15304,154,459
10620,10466,69,878
10620,10849,2,126
10620,11292,494,455
10620,11298,188,1081
10620,12003,13,177
10620,12889,39,754
10620,12892,8,970
10620,13487,170,748
10620,14057,89,679
10620,14679,8,1013
10620,14747,282,664
10620,14869,406,387
10627,10466,104,1092
10627,11292,460,516
10627,11298,260,977
10627,12889,55,1048
10627,13487,643,386
10627,13930,171,716
10627,14761,31,1628
10631,13487,298,199
10643,11292,9,665
10666,10466,46,1208
10666,12889,155,954
10666,12892,34,1047
10666,13796,38,764
10666,14262,50,1078
10666,14679,10,1142
10666,14747,416,93
10666,15376,22,1299
10676,10466,24,1272
10676,11697,25,1028
10676,12451,14,723
10676,12889,21,1400
10676,13577,8,696
10676,14082,81,921
10676,14112,72,841
10676,14685,7,658
10676,14761,51,835
10676,14986,38,876
10676,15624,78,587
10685,10397,326,533
10685,11292,13,834
10685,11298,260,690
10685,13204,28,936
10685,13930,240,116
10685,14112,46,936
10685,14761,47,917
10685,15624,8,702
10693,10135,20,685
10693,10397,1401,214
10693,10408,18,570
10693,10423,427,756
10693,10721,838,942
10693,10792,19,633
10693,10800,7,1791
10693,10821,742,587
10693,10849,12,1435
10693,10994,212,439
10693,11003,21,481
10693,11042,309,448
10693,11057,1155,328
10693,11066,165,337
10693,11259,743,623
10693,11278,978,562
10693,11292,1142,1014
10693,11298,974,631
10693,11423,23,530
10693,11433,848,456
10693,11481,412,401
10693,11618,580,748
10693,11637,8,910
10693,11697,779,793
10693,11721,8,497
10693,11775,12,741
10693,11973,10,418
10693,11986,26,470
10693,12191,419,670
10693,12264,334,542
10693,12266,619,657
10693,12451,330,483
10693,12478,409,765
10693,12889,535,1587
10693,12892,643,1797
10693,12953,1234,764
10693,13198,310,491
10693,13204,994,616
10693,13230,20,608
10693,13232,714,395
10693,13303,234,806
10693,13342,265,475
10693,13487,574,695
10693,13495,519,471
10693,13577,4,471
10693,13796,130,1959
10693,13851,178,616
10693,13871,12,612
10693,13930,1608,409
10693,13931,13,585
10693,14082,48,692
10693,14100,810,675
10693,14107,476,1449
10693,14108,8,353
10693,14112,43,612
10693,14122,182,462
10693,14193,344,391
10693,14492,541,442
10693,14524,24,527
10693,14635,63,722
10693,14679,197,1751
10693,14683,253,822
10693,14685,4,417
10693,14747,285,1978
10693,14761,24,598
10693,14771,133,1969
10693,14831,101,1947
10693,14869,138,1404
10693,14986,27,648
10693,15016,349,272
10693,15096,22,741
10693,15304,641,612
10693,15370,8,515
10693,15624,4,389
10693,15919,18,426
10713,10466,24,749
10713,11292,814,649
10713,11298,410,1272
10713,11884,378,287
10713,12266,88,1482
10713,12889,299,519
10713,12892,496,674
10713,13487,151,1142
10713,13796,310,512
10713,13930,284,1437
10713,14057,779,344
10713,14107,367,735
10713,14570,6,335
10713,14679,238,749
10713,14747,2057,399
10713,14771,603,522
10713,14831,267,523
10713,14869,785,290
10713,14893,190,437
10721,10397,1591,946
10721,10423,288,1698
10721,10693,841,942
10721,10792,514,395
10721,10800,73,2601
10721,10821,1329,369
10721,10994,278,818
10721,11042,522,563
10721,11057,1519,728
10721,11066,300,640
10721,11193,306,752
10721,11259,19,1554
10721,11278,2748,399
10721,11292,867,1754
10721,11298,1008,1562
10721,11433,1019,632
10721,11618,1592,200
10721,11624,8,1373
10721,11697,1082,1237
10721,12094,24,1871
10721,12173,61,5095
10721,12191,47,1609
10721,12264,429,413
10721,12266,422,1597
10721,12339,240,818
10721,12451,381,1010
10721,12478,1785,187
10721,12889,558,2381
10721,12892,1247,2611
10721,12953,2421,184
10721,12954,88,2602
10721,13198,165,1256
10721,13204,1445,1121
10721,13230,101,335
10721,13232,464,861
10721,13303,1001,1258
10721,13342,157,860
10721,13487,842,1124
10721,13495,292,1368
10721,13577,116,738
10721,13930,2068,867
10721,13931,20,468
10721,14027,809,1197
10721,14057,104,2537
10721,14100,2224,280
10721,14107,560,2300
10721,14122,785,496
10721,14492,1019,612
10721,14524,552,474
10721,14576,374,343
10721,14635,1002,1249
10721,14679,296,2588
10721,14685,183,901
10721,14747,592,2496
10721,14771,1218,2704
10721,14831,41,2689
10721,14843,475,1674
10721,14869,307,2105
10721,14986,156,1220
10721,15016,349,1047
10721,15024,65,1693
10721,15096,199,265
10721,15304,848,1185
10728,11298,316,270
10731,10397,332,238
10732,11618,84,1585
10732,11697,141,982
10732,12478,120,1576
10732,13204,171,1129
10739,13487,264,114
10747,11298,345,482
10747,12266,432,308
10754,10299,148,725
10754,11630,88,503
10779,14869,281,358
10781,10397,585,448
10781,11057,387,675
10781,11278,1,985
10781,11298,646,383
10781,12266,684,253
10785,10397,80,961
10785,11057,376,761
10785,11278,293,437
10785,11292,2,1639
10785,11433,343,537
10785,11618,290,266
10785,12264,342,441
10785,12478,477,266
10785,12953,148,258
10785,13204,42,1194
10785,13930,299,763
10785,14100,448,335
10792,10397,411,712
10792,10693,16,633
10792,10721,515,395
10792,10821,543,281
10792,11057,487,546
10792,11278,251,296
10792,11292,108,1359
10792,11298,172,1212
10792,11433,560,241
10792,11618,330,282
10792,11697,288,1166
10792,12264,315,283
10792,12478,903,301
10792,12889,96,1986
10792,12892,58,2218
10792,12953,280,292
10792,13204,554,1011
10792,13232,306,468
10792,13487,14,735
10792,13930,738,473
10792,14100,510,279
10792,14107,55,1912
10792,14635,108,1144
10792,15304,311,1053
10800,10397,84,1941
10800,10693,7,1791
10800,10721,74,2601
10800,11259,99,1243
10800,11292,639,850
10800,11298,256,1231
10800,12191,74,1389
10800,12478,142,2465
10800,12889,1131,223
10800,13232,74,1740
10800,13796,1270,325
10800,14057,315,817
10800,14107,1227,369
10800,14747,463,937
10800,14771,1189,326
10800,14831,1132,296
10800,14869,521,574
10800,14893,1068,358
10821,10140,164,1670
10821,10257,536,289
10821,10397,1863,577
10821,10423,415,1342
10821,10431,14,414
10821,10529,614,283
10821,10599,104,682
10821,10693,750,587
10821,10721,1352,369
10821,10792,548,281
10821,10994,408,472
10821,11042,406,314
10821,11057,1494,361
10821,11066,348,337
10821,11193,611,430
10821,11259,590,1209
10821,11292,898,1491
10821,11298,488,1217
10821,11433,873,409
10821,11481,10,798
10821,11697,1522,925
10821,11986,109,528
10821,11996,115,426
10821,12191,471,1246
10821,12266,272,1235
10821,12339,460,516
10821,12391,435,220
10821,12451,612,663
10821,12478,424,184
10821,12889,645,2106
10821,12892,596,2329
10821,12953,70,185
10821,13198,257,967
10821,13204,1744,787
10821,13232,835,611
10821,13244,114,787
10821,13296,634,377
10821,13303,133,946
10821,13342,269,641
10821,13487,510,936
10821,13495,470,998
10821,13577,51,399
10821,13796,118,2447
10821,13851,91,1180
10821,13930,845,621
10821,13931,624,159
10821,14027,622,883
10821,14100,305,90
10821,14107,427,1999
10821,14122,373,210
10821,14307,643,327
10821,14321,449,452
10821,14492,849,255
10821,14576,406,277
10821,14635,898,919
10821,14679,256,2295
10821,14683,241,1407
10821,14685,42,549
10821,14730,363,495
10821,14747,127,2335
10821,14771,81,2457
10821,14831,46,2439
10821,14843,387,1565
10821,14869,258,1865
10821,14893,43,2395
10821,14986,40,880
10821,15016,409,738
10821,15304,1135,842
10821,15412,8,465
10821,15624,16,819
10849,10397,38,1640
10849,10466,50,861
10849,10620,6,126
10849,10693,12,1435
10849,11292,563,524
10849,11298,178,1163
10849,11433,15,1400
10849,11618,78,1882
10849,12266,52,1385
10849,12889,33,701
10849,12892,106,902
10849,12954,15,904
10849,13487,202,874
10849,13930,273,1186
10849,14057,91,554
10849,14747,752,543
10849,14771,87,807
10849,14869,513,347
10868,10397,863,192
10868,11057,956,88
10868,11278,295,408
10868,11298,307,922
10868,12264,352,401
10868,12953,207,617
10868,13303,109,563
10868,13930,358,666
10868,14100,206,523
10874,10397,282,528
10874,11057,547,394
10874,11278,89,274
10874,11618,157,382
10874,12266,89,1085
10874,12953,80,397
10874,13204,91,861
10874,13930,595,343
10874,14100,270,335
10874,14635,48,991
10874,15304,35,894
10917,10165,13,616
10917,10299,13,620
10918,14869,129,221
10926,10299,173,160
10926,15991,169,213
10967,13930,252,339
10967,14006,1,45
10980,10397,1022,106
10980,11057,762,241
10980,11278,67,523
10980,11298,331,695
10980,11433,132,505
10980,12953,65,734
10980,13930,233,500
10980,14100,76,641
10980,14112,38,513
10980,14761,35,490
10990,10397,508,457
10990,11057,863,245
10990,12264,270,77
10990,12953,351,305
10990,13930,419,566
10990,14100,191,210
10994,10397,1006,259
10994,10693,226,439
10994,10721,279,818
10994,10821,399,472
10994,11042,20,595
10994,11057,1042,168
10994,11193,28,497
10994,11259,127,977
10994,11278,373,444
10994,11292,99,1449
10994,11298,388,987
10994,11433,38,667
10994,11618,377,628
10994,11697,95,470
10994,12191,97,928
10994,12264,393,441
10994,12266,280,925
10994,12339,18,585
10994,12478,402,636
10994,12917,24,503
10994,12953,315,641
10994,13232,204,745
10994,13303,317,489
10994,13577,58,84
10994,13930,351,760
10994,14082,32,428
10994,14100,446,550
10994,14122,33,524
10994,14492,58,217
10994,14747,81,2415
10994,15016,9,706
11003,10397,171,694
11003,10466,100,1240
11003,10693,21,481
11003,11057,385,742
11003,11292,249,692
11003,11298,403,685
11003,11433,253,430
11003,11775,2,281
11003,12889,49,1319
11003,12892,8,1550
11003,13487,422,220
11003,13930,1053,196
11003,14082,72,1170
11003,14107,91,1252
11003,14112,56,1090
11003,14761,57,1078
11013,11433,151,284
11013,13487,177,435
11027,12264,144,151
11027,13577,8,394
11027,13930,180,444
11027,14761,41,727
11042,10397,1023,554
11042,10529,71,476
11042,10693,282,448
11042,10721,521,563
11042,10821,407,314
11042,10994,20,595
11042,11057,789,430
11042,11066,8,112
11042,11259,1,1015
11042,11278,608,310
11042,11292,528,1201
11042,11298,426,1021
11042,11433,605,95
11042,11618,607,404
11042,11697,415,1062
11042,12264,368,288
11042,12266,357,1091
11042,12451,19,753
11042,12478,327,425
11042,12889,247,1824
11042,12892,227,2052
11042,12953,990,419
11042,13204,659,895
11042,13232,517,307
11042,13303,347,1080
11042,13342,148,328
11042,13487,398,622
11042,13495,36,917
11042,13577,34,557
11042,13930,1394,315
11042,13931,9,435
11042,14027,48,1020
11042,14082,36,999
11042,14100,495,363
11042,14107,163,1737
11042,14112,26,932
11042,14492,70,416
11042,14635,449,1025
11042,14685,44,641
11042,14761,22,872
11042,14771,121,2161
11042,14869,64,1565
11042,14986,89,967
11042,15016,250,487
11042,15304,316,927
11042,15624,13,797
11049,11298,420,164
11049,12266,260,74
11057,10135,412,481
11057,10154,2,723
11057,10208,704,140
11057,10257,433,646
11057,10397,1970,226
11057,10423,595,1032
11057,10431,827,91
11057,10434,506,509
11057,10529,708,644
11057,10581,59,921
11057,10599,888,350
11057,10693,1179,328
11057,10721,1531,728
11057,10781,390,675
11057,10785,380,761
11057,10792,488,546
11057,10821,1496,361
11057,10868,953,88
11057,10874,555,394
11057,10980,762,241
11057,10990,869,245
11057,10994,1053,168
11057,11003,387,742
11057,11042,795,430
11057,11066,940,347
11057,11067,109,522
11057,11146,561,221
11057,11193,1074,335
11057,11252,622,416
11057,11259,118,926
11057,11267,700,370
11057,11278,1125,331
11057,11292,882,1337
11057,11298,1301,936
11057,11423,493,815
11057,11433,1228,500
11057,11481,318,437
11057,11577,263,476
11057,11612,241,414
11057,11617,569,221
11057,11618,1371,529
11057,11624,531,736
11057,11641,714,118
11057,11697,1173,632
11057,11699,420,99
11057,11721,297,555
11057,11823,249,460
11057,11953,497,388
11057,11973,324,577
11057,11986,420,583
11057,11995,997,83
11057,11996,1154,75
11057,12124,435,207
11057,12191,105,920
11057,12197,372,564
11057,12217,476,333
11057,12223,406,235
11057,12244,15,605
11057,12264,1099,322
11057,12266,1098,912
11057,12323,958,185
11057,12339,980,427
11057,12397,17,557
11057,12448,493,562
11057,12451,871,328
11057,12478,943,541
11057,12889,687,1916
11057,12892,868,2125
11057,12945,611,281
11057,12953,1543,544
11057,12992,475,640
11057,13139,737,175
11057,13198,478,808
11057,13204,1585,468
11057,13230,777,413
11057,13232,154,584
11057,13244,763,511
11057,13277,383,372
11057,13296,514,737
11057,13303,1112,650
11057,13342,639,651
11057,13360,404,490
11057,13422,584,526
11057,13485,423,708
11057,13487,775,930
11057,13495,801,651
11057,13541,2,704
11057,13577,914,157
11057,13795,716,191
11057,13851,418,940
11057,13871,424,913
11057,13930,1582,599
11057,13931,1133,290
11057,14027,721,590
11057,14057,121,2282
11057,14092,465,203
11057,14098,647,282
11057,14100,1251,449
11057,14107,903,1773
11057,14108,292,607
11057,14122,1025,366
11057,14193,712,488
11057,14307,522,683
11057,14321,361,813
11057,14457,55,1322
11057,14492,1048,130
11057,14524,888,257
11057,14574,902,155
11057,14576,410,573
11057,14635,702,600
11057,14679,466,2077
11057,14683,486,1095
11057,14685,1006,213
11057,14696,266,534
11057,14704,465,371
11057,14730,820,335
11057,14747,316,2279
11057,14771,502,2296
11057,14783,334,708
11057,14814,281,764
11057,14843,231,1475
11057,14869,222,1727
11057,14893,160,2244
11057,14986,517,547
11057,15016,789,575
11057,15024,104,1520
11057,15027,17,1562
11057,15096,444,603
11057,15249,498,386
11057,15295,263,466
11057,15304,1203,507
11057,15323,612,119
11057,15356,47,484
11057,15370,247,842
11057,15380,1,702
11057,15412,969,177
11057,15624,619,460
11057,15919,468,754
11066,10397,1105,447
11066,10693,189,337
11066,10721,295,640
11066,10821,415,337
11066,11057,945,347
11066,11193,2,115
11066,11259,184,919
11066,11278,673,323
11066,11292,447,1154
11066,11298,451,926
11066,11433,674,155
11066,11481,1,684
11066,11618,569,463
11066,11697,262,973
11066,12191,156,1001
11066,12264,436,299
11066,12266,304,986
11066,12478,331,483
11066,12889,386,1771
11066,12892,163,1995
11066,12953,886,479
11066,13204,727,802
11066,13232,547,283
11066,13303,317,990
11066,13487,409,626
11066,13495,9,806
11066,13796,3,2110
11066,13930,1665,296
11066,14100,545,406
11066,14107,245,1670
11066,14492,86,362
11066,14635,397,930
11066,14747,98,2016
11066,14771,23,2120
11066,14869,15,1528
11066,15016,164,409
11066,15304,336,829
11067,11057,110,522
11067,11298,272,692
11067,13930,501,135
11076,11337,30,176
11076,11471,30,215
11076,13930,254,360
11092,11292,213,283
11092,15582,30,117
11097,11292,253,391
11097,14869,17,298
11109,10397,77,1184
11109,11292,980,73
11109,11298,590,592
11109,12266,243,809
11109,12889,147,604
11109,12892,180,833
11109,13204,37,1520
11109,13930,294,911
11109,14107,286,551
11109,14869,337,411
11111,11292,92,671
11111,11298,333,489
11111,13930,535,315
11122,11292,484,230
11122,14869,249,320
11140,11259,1,352
11140,11298,813,354
11140,12191,467,187
11140,12266,675,201
11146,10397,480,363
11146,11057,556,221
11146,11278,78,249
11146,13204,27,686
11146,13930,324,416
11146,14100,73,356
11150,10397,351,83
11193,10397,812,373
11193,10423,95,958
11193,10466,42,1553
11193,10529,66,661
11193,10721,309,752
11193,10821,586,430
11193,10994,28,497
11193,11057,1069,335
11193,11278,492,411
11193,11292,495,1069
11193,11298,716,812
11193,11433,657,229
11193,11618,636,569
11193,11697,287,932
11193,12264,326,388
11193,12266,396,871
11193,12451,40,613
11193,12478,256,589
11193,12889,229,1678
11193,12892,134,1900
11193,12953,604,585
11193,13198,118,539
11193,13204,461,757
11193,13232,471,249
11193,13303,327,948
11193,13487,596,596
11193,13495,63,701
11193,13577,20,489
11193,13930,1723,264
11193,13931,10,485
11193,14027,34,892
11193,14082,165,850
11193,14100,642,507
11193,14107,214,1569
11193,14112,157,776
11193,14307,8,722
11193,14492,147,390
11193,14635,228,879
11193,14685,54,515
11193,14747,46,1965
11193,14761,135,735
11193,14771,78,2036
11193,14869,188,1450
11193,14986,128,812
11193,15016,132,308
11193,15304,171,773
11193,15624,81,600
11203,11433,153,363
11203,13487,277,175
11203,13930,593,213
11233,11298,88,713
11252,10397,519,366
11252,11057,621,416
11252,12953,12,897
11259,10140,624,580
11259,10279,474,323
11259,10397,1190,721
11259,10423,1109,189
11259,10599,309,587
11259,10693,701,623
11259,10721,6,1554
11259,10800,94,1243
11259,10821,604,1209
11259,10994,131,977
11259,11042,1,1015
11259,11057,100,926
11259,11066,186,919
11259,11140,1,352
11259,11278,622,1184
11259,11292,1043,651
11259,11433,39,981
11259,11481,225,674
11259,11540,554,562
11259,11697,494,1108
11259,12191,2108,239
11259,12206,1,458
11259,12339,124,755
11259,12451,16,907
11259,12889,775,1067
11259,12892,903,1246
11259,12896,580,293
11259,12953,508,1381
11259,12992,355,296
11259,13158,554,319
11259,13198,820,461
11259,13204,772,973
11259,13232,958,793
11259,13244,268,423
11259,13342,107,850
11259,13487,99,853
11259,13495,880,436
11259,13796,220,1468
11259,13851,11,181
11259,13871,124,586
11259,13891,103,1200
11259,14057,245,1626
11259,14100,56,1295
11259,14107,949,879
11259,14122,167,1060
11259,14193,115,592
11259,14492,123,1052
11259,14570,10,1356
11259,14635,99,1005
11259,14679,527,1182
11259,14683,1117,247
11259,14730,101,725
11259,14747,471,1670
11259,14771,286,1476
11259,14831,253,1450
11259,14869,126,999
11259,14893,108,1442
11259,14908,4,1216
11259,15016,847,546
11259,15304,487,917
