ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,annual_departure_count,median_monthly_dep_cnt,mean_monthly_dep_cnt,airline_count,median_dep_delay,mean_dep_delay,annual_cancellations,pct_flts_cx
10408,ATW,"Appleton, WI",WI,2260,383,377,7,-6,5,251,11.11
10409,ATY,"Watertown, SD",SD,280,52,47,1,-10,-0,20,7.14
10423,AUS,"Austin, TX",TX,20040,3351,3340,16,-4,2,2611,13.03
10431,AVL,"Asheville, NC",NC,3149,546,525,13,-6,5,675,21.44
10434,AVP,"Scranton/Wilkes-Barre, PA",PA,1784,298,297,10,-7,7,212,11.88
10466,AZA,"Phoenix, AZ",AZ,2462,435,410,1,-2,7,499,20.27
10469,AZO,"Kalamazoo, MI",MI,1120,196,187,5,-6,8,110,9.82
10529,BDL,"Hartford, CT",CT,8945,1472,1491,17,-5,2,1009,11.28
10551,BET,"Bethel, AK",AK,267,47,44,1,-6,-1,11,4.12
10558,BFF,"Scottsbluff, NE",NE,319,52,53,1,-8,2,16,5.02
10561,BFL,"Bakersfield, CA",CA,967,158,161,2,-7,4,72,7.45
10562,BFM,"Mobile, AL",AL,40,12,10,1,-8,7,7,17.5
10577,BGM,"Binghamton, NY",NY,238,38,40,2,-4,24,25,10.5
10581,BGR,"Bangor, ME",ME,1417,244,236,7,-8,8,233,16.44
10599,BHM,"Birmingham, AL",AL,6081,982,1014,14,-4,5,778,12.79
10620,BIL,"Billings, MT",MT,1769,298,295,9,-6,3,140,7.91
10627,BIS,"Bismarck/Mandan, ND",ND,1724,279,287,8,-7,8,175,10.15
10631,BJI,"Bemidji, MN",MN,298,57,50,1,-7,2,17,5.7
10643,BKG,"Branson, MO",MO,9,9,9,1,-8,1,0,0
10666,BLI,"Bellingham, WA",WA,771,142,128,2,-5,-0,218,28.27
10676,BLV,"Belleville, IL",IL,419,67,70,1,-4,14,137,32.7
10685,BMI,"Bloomington/Normal, IL",IL,968,161,161,5,-7,3,99,10.23
10693,BNA,"Nashville, TN",TN,26736,4692,4456,21,-4,2,3769,14.1
10713,BOI,"Boise, ID",ID,8546,1490,1424,12,-5,2,603,7.06
10721,BOS,"Boston, MA",MA,42440,6942,7073,15,-5,2,4448,10.48
10728,BPT,"Beaumont/Port Arthur, TX",TX,316,55,53,1,-8,1,23,7.28
10731,BQK,"Brunswick, GA",GA,332,55,55,2,-4,0,27,8.13
10732,BQN,"Aguadilla, PR",PR,516,184,172,3,-4,7,44,8.53
10739,BRD,"Brainerd, MN",MN,264,48,44,1,-6,6,13,4.92
10747,BRO,"Brownsville, TX",TX,777,132,130,4,-8,-2,56,7.21
10754,BRW,"Barrow, AK",AK,236,38,39,1,-6,0,11,4.66
10779,BTM,"Butte, MT",MT,281,53,47,1,-4,-1,15,5.34
10781,BTR,"Baton Rouge, LA",LA,2303,387,384,8,-6,4,226,9.81
10785,BTV,"Burlington, VT",VT,3141,521,524,14,-6,5,400,12.73
10792,BUF,"Buffalo, NY",NY,7930,1330,1322,18,-6,3,1232,15.54
10800,BUR,"Burbank, CA",CA,9766,1549,1628,9,-4,1,1667,17.07
10821,BWI,"Baltimore, MD",MD,33342,5980,5557,16,-3,3,4376,13.12
10849,BZN,"Bozeman, MT",MT,3064,524,511,13,-5,3,270,8.81
10868,CAE,"Columbia, SC",SC,3655,586,609,9,-5,4,361,9.88
10874,CAK,"Akron, OH",OH,2284,404,381,13,-6,9,195,8.54
10917,CDB,"Cold Bay, AK",AK,26,13,13,1,14,20,0,0
10918,CDC,"Cedar City, UT",UT,129,49,43,1,-6,-1,0,0
10926,CDV,"Cordova, AK",AK,350,59,58,1,-16,-10,12,3.43
10967,CGI,"Cape Girardeau, MO",MO,253,48,42,1,-9,2,31,12.25
10980,CHA,"Chattanooga, TN",TN,2761,459,460,11,-6,4,346,12.53
10990,CHO,"Charlottesville, VA",VA,2602,438,434,9,-7,6,271,10.42
10994,CHS,"Charleston, SC",SC,7616,1329,1269,20,-6,3,1134,14.89
11003,CID,"Cedar Rapids/Iowa City, IA",IA,3392,575,565,14,-5,6,481,14.18
11013,CIU,"Sault Ste. Marie, MI",MI,328,56,55,1,-4,16,10,3.05
11027,CKB,"Clarksburg/Fairmont, WV",WV,373,64,62,2,-9,5,23,6.17
11042,CLE,"Cleveland, OH",OH,14594,2514,2432,20,-5,2,1577,10.81
11049,CLL,"College Station/Bryan, TX",TX,680,117,113,3,-10,-3,95,13.97
11057,CLT,"Charlotte, NC",NC,87817,14188,14636,16,-4,4,10945,12.46
11066,CMH,"Columbus, OH",OH,14463,2410,2410,19,-4,2,1609,11.12
11067,CMI,"Champaign/Urbana, IL",IL,883,142,147,2,-7,4,117,13.25
11076,CMX,"Hancock/Houghton, MI",MI,314,54,52,1,-8,6,22,7.01
11092,CNY,"Moab, UT",UT,243,40,40,1,-9,7,21,8.64
11097,COD,"Cody, WY",WY,270,46,45,2,-8,5,14,5.19
11109,COS,"Colorado Springs, CO",CO,3172,550,529,11,-5,7,274,8.64
11111,COU,"Columbia, MO",MO,960,173,160,5,-8,4,150,15.62
11122,CPR,"Casper, WY",WY,733,116,122,3,-6,2,72,9.82
11140,CRP,"Corpus Christi, TX",TX,1958,328,326,6,-7,1,242,12.36
11146,CRW,"Charleston/Dunbar, WV",WV,1539,246,256,8,-5,10,195,12.67
11150,CSG,"Columbus, GA",GA,351,60,58,2,-3,2,28,7.98
11193,CVG,"Cincinnati, OH",KY,14673,2529,2446,18,-5,4,1749,11.92
11203,CWA,"Mosinee, WI",WI,1024,176,171,5,-7,2,114,11.13
11233,CYS,"Cheyenne, WY",WY,88,26,22,1,-3,19,9,10.23
11252,DAB,"Daytona Beach, FL",FL,1152,190,192,4,-5,1,137,11.89
11259,DAL,"Dallas, TX",TX,25431,4402,4238,4,-2,3,4019,15.8
11267,DAY,"Dayton, OH",OH,4759,800,793,12,-7,4,427,8.97
11274,DBQ,"Dubuque, IA",IA,322,58,54,1,-10,1,29,9.01
11278,DCA,"Washington, DC",VA,41302,6715,6884,17,-6,3,5032,12.18
11283,DDC,"Dodge City, KS",KS,183,31,37,1,-7,2,17,9.29
11288,DEC,"Decatur, IL",IL,156,38,39,1,-9,-8,10,6.41
11292,DEN,"Denver, CO",CO,90708,15353,15118,17,-3,4,10970,12.09
11298,DFW,"Dallas/Fort Worth, TX",TX,100983,16934,16830,14,-3,5,11082,10.97
11308,DHN,"Dothan, AL",AL,436,76,73,2,-3,14,24,5.5
11315,DIK,"Dickinson, ND",ND,246,39,41,2,-10,-0,19,7.72
11336,DLG,"Dillingham, AK",AK,31,16,16,1,-3,4,0,0
11337,DLH,"Duluth, MN",MN,967,174,161,5,-5,3,124,12.82
11413,DRO,"Durango, CO",CO,1245,198,208,5,-7,2,171,13.73
11415,DRT,"Del Rio, TX",TX,273,50,46,1,-7,8,19,6.96
11423,DSM,"Des Moines, IA",IA,5975,1023,996,15,-5,2,735,12.3
11433,DTW,"Detroit, MI",MI,53094,8934,8849,20,-3,4,4177,7.87
11447,DVL,"Devils Lake, ND",ND,258,48,43,1,-10,-1,18,6.98
11468,EAR,"Kearney, NE",NE,359,65,60,1,-9,0,20,5.57
11470,EAT,"Wenatchee, WA",WA,355,66,59,1,-3,4,38,10.7
11471,EAU,"Eau Claire, WI",WI,321,58,54,1,-8,4,20,6.23
11481,ECP,"Panama City, FL",FL,2560,459,427,7,-5,1,273,10.66
11503,EGE,"Eagle, CO",CO,1257,162,210,4,-5,16,176,14
11525,EKO,"Elko, NV",NV,231,40,38,1,-5,11,12,5.19
11537,ELM,"Elmira/Corning, NY",NY,711,124,118,5,-6,-1,82,11.53
11540,ELP,"El Paso, TX",TX,5759,934,960,14,-5,2,703,12.21
11577,ERI,"Erie, PA",PA,798,137,133,6,-6,3,52,6.52
11587,ESC,"Escanaba, MI",MI,261,48,44,1,-6,18,16,6.13
11603,EUG,"Eugene, OR",OR,3059,538,510,5,-6,3,235,7.68
11612,EVV,"Evansville, IN",IN,1690,284,282,9,-7,1,195,11.54
11617,EWN,"New Bern/Morehead/Beaufort, NC",NC,822,134,137,3,-7,4,120,14.6
11618,EWR,"Newark, NJ",NJ,41077,6609,6846,15,-4,7,4629,11.27
11624,EYW,"Key West, FL",FL,2662,438,444,6,-5,5,305,11.46
11630,FAI,"Fairbanks, AK",AK,1435,252,239,3,-8,-3,25,1.74
11637,FAR,"Fargo, ND",ND,2413,401,402,12,-5,7,344,14.26
11638,FAT,"Fresno, CA",CA,3959,657,660,8,-6,4,327,8.26
11641,FAY,"Fayetteville, NC",NC,1313,210,219,5,-3,7,134,10.21
11648,FCA,"Kalispell, MT",MT,1476,268,246,9,-5,5,112,7.59
11695,FLG,"Flagstaff, AZ",AZ,904,146,151,3,-8,3,105,11.62
11697,FLL,"Fort Lauderdale, FL",FL,33211,5581,5535,12,-4,4,3503,10.55
11699,FLO,"Florence, SC",SC,419,72,70,1,-6,8,35,8.35
11721,FNT,"Flint, MI",MI,1694,280,282,9,-6,5,165,9.74
11775,FSD,"Sioux Falls, SD",SD,2865,494,478,13,-5,6,474,16.54
11778,FSM,"Fort Smith, AR",AR,698,116,116,3,-5,2,80,11.46
11823,FWA,"Fort Wayne, IN",IN,2559,422,426,6,-5,7,205,8.01
11865,GCC,"Gillette, WY",WY,290,50,48,1,-6,9,27,9.31
11867,GCK,"Garden City, KS",KS,265,46,44,1,-4,7,23,8.68
11884,GEG,"Spokane, WA",WA,7225,1252,1204,11,-5,2,576,7.97
11898,GFK,"Grand Forks, ND",ND,597,104,100,3,-5,11,88,14.74
11905,GGG,"Longview, TX",TX,315,51,52,1,-6,3,33,10.48
11921,GJT,"Grand Junction, CO",CO,1601,263,267,6,-8,1,212,13.24
11953,GNV,"Gainesville, FL",FL,1727,282,288,5,-5,6,177,10.25
11973,GPT,"Gulfport/Biloxi, MS",MS,1659,272,276,7,-7,1,168,10.13
11977,GRB,"Green Bay, WI",WI,1823,320,304,10,-6,5,230,12.62
11980,GRI,"Grand Island, NE",NE,355,60,59,2,-6,11,38,10.7
11982,GRK,"Killeen, TX",TX,1018,174,170,4,-7,4,120,11.79
11986,GRR,"Grand Rapids, MI",MI,6743,1129,1124,17,-5,4,969,14.37
11995,GSO,"Greensboro/High Point, NC",NC,5110,830,852,15,-6,6,570,11.15
11996,GSP,"Greer, SC",SC,5700,932,950,17,-6,5,670,11.75
11997,GST,"Gustavus, AK",AK,25,25,25,1,-17,-14,2,8
12003,GTF,"Great Falls, MT",MT,929,154,155,4,-5,4,69,7.43
12007,GTR,"Columbus, MS",MS,433,78,72,2,-3,10,17,3.93
12012,GUC,"Gunnison, CO",CO,371,50,62,4,-7,8,54,14.56
12016,GUM,"Guam, TT",TT,330,55,55,1,-10,-2,5,1.52
12094,HDN,"Hayden, CO",CO,1001,141,167,10,-5,14,100,9.99
12119,HGR,"Hagerstown, MD",MD,68,10,11,1,-3,4,13,19.12
12124,HHH,"Hilton Head, SC",SC,896,142,149,3,-7,6,103,11.5
12129,HIB,"Hibbing, MN",MN,259,48,43,1,-3,8,18,6.95
12156,HLN,"Helena, MT",MT,849,149,142,3,-6,0,66,7.77
12173,HNL,"Honolulu, HI",HI,18127,3052,3021,7,-4,1,942,5.2
12177,HOB,"Hobbs, NM",NM,285,48,48,2,-6,11,16,5.61
12191,HOU,"Houston, TX",TX,19424,3278,3237,6,-2,3,3002,15.46
12197,HPN,"White Plains, NY",NY,3118,970,780,7,-5,9,364,11.67
12206,HRL,"Harlingen/San Benito, TX",TX,1620,258,270,8,-5,0,134,8.27
12217,HSV,"Huntsville, AL",AL,3422,563,570,12,-7,2,425,12.42
12223,HTS,"Ashland, WV",WV,595,110,99,2,-7,5,83,13.95
12244,HVN,"New Haven, CT",CT,237,42,40,1,-8,9,26,10.97
12255,HYS,"Hays, KS",KS,429,60,72,1,-10,2,18,4.2
12264,IAD,"Washington, DC",VA,28119,4566,4686,14,-5,3,2965,10.54
12265,IAG,"Niagara Falls, NY",NY,311,45,52,2,-2,9,65,20.9
12266,IAH,"Houston, TX",TX,53369,8451,8895,15,-4,4,5156,9.66
12278,ICT,"Wichita, KS",KS,3933,652,656,15,-6,3,508,12.92
12280,IDA,"Idaho Falls, ID",ID,1014,174,169,3,-6,3,96,9.47
12323,ILM,"Wilmington, NC",NC,2691,436,448,11,-6,4,375,13.94
12335,IMT,"Iron Mountain/Kingsfd, MI",MI,333,56,56,1,-7,8,5,1.5
12339,IND,"Indianapolis, IN",IN,15909,2718,2652,20,-4,3,2066,12.99
12343,INL,"International Falls, MN",MN,264,48,44,1,-8,3,16,6.06
12365,IPT,"Williamsport, PA",PA,178,22,30,1,-9,1,21,11.8
12391,ISP,"Islip, NY",NY,1920,338,320,3,-4,1,352,18.33
12397,ITH,"Ithaca/Cortland, NY",NY,868,146,145,5,-7,5,105,12.1
12402,ITO,"Hilo, HI",HI,2290,398,382,3,-5,-3,116,5.07
12441,JAC,"Jackson, WY",WY,1585,252,264,5,-4,16,150,9.46
12448,JAN,"Jackson/Vicksburg, MS",MS,2627,415,438,9,-6,4,322,12.26
12451,JAX,"Jacksonville, FL",FL,9375,1593,1562,18,-5,3,1123,11.98
12478,JFK,"New York, NY",NY,33150,5410,5525,9,-4,2,3194,9.63
12492,JHM,"Kapalua, HI",HI,248,81,83,1,-5,-1,100,40.32
12511,JLN,"Joplin, MO",MO,398,68,66,1,-6,7,46,11.56
12519,JMS,"Jamestown, ND",ND,399,74,66,1,-11,-4,31,7.77
12523,JNU,"Juneau, AK",AK,1671,308,278,2,-10,-1,44,2.63
12544,USA,"Concord, NC",NC,443,89,74,1,-7,5,222,50.11
12758,KOA,"Kona, HI",HI,4640,780,773,6,-6,0,291,6.27
12819,KTN,"Ketchikan, AK",AK,756,140,126,2,-10,-2,20,2.65
12884,LAN,"Lansing, MI",MI,1182,198,197,8,-5,8,145,12.27
12888,LAR,"Laramie, WY",WY,255,46,42,1,-7,2,21,8.24
12889,LAS,"Las Vegas, NV",NV,51969,8244,8662,13,-3,4,9088,17.49
12891,LAW,"Lawton/Fort Sill, OK",OK,382,61,64,2,-7,3,73,19.11
12892,LAX,"Los Angeles, CA",CA,69891,11366,11648,13,-4,3,6656,9.52
12896,LBB,"Lubbock, TX",TX,2452,402,409,7,-6,1,344,14.03
12898,LBE,"Latrobe, PA",PA,331,51,55,1,-7,4,16,4.83
12899,LBF,"North Platte, NE",NE,313,52,52,1,-9,6,21,6.71
12902,LBL,"Liberal, KS",KS,254,46,42,1,-9,3,21,8.27
12915,LCH,"Lake Charles, LA",LA,721,123,120,4,-8,1,77,10.68
12917,LCK,"Columbus, OH",OH,388,65,65,1,-2,13,136,35.05
12945,LEX,"Lexington, KY",KY,3872,644,645,13,-6,4,444,11.47
12951,LFT,"Lafayette, LA",LA,1521,246,254,7,-8,2,158,10.39
12953,LGA,"New York, NY",NY,41707,6686,6951,16,-5,4,5172,12.4
12954,LGB,"Long Beach, CA",CA,4839,778,806,6,-5,1,530,10.95
12982,LIH,"Lihue, HI",HI,4261,708,710,6,-6,2,282,6.62
12992,LIT,"Little Rock, AR",AR,4611,752,768,14,-5,4,563,12.21
13029,LNK,"Lincoln, NE",NE,1159,198,193,6,-6,6,145,12.51
13034,LNY,"Lanai, HI",HI,641,109,107,1,-8,2,33,5.15
13061,LRD,"Laredo, TX",TX,794,124,132,4,-9,-2,80,10.08
13076,LSE,"La Crosse, WI",WI,673,122,112,2,-5,2,39,5.79
13121,LWB,"Lewisburg, WV",WV,214,32,36,1,-10,0,18,8.41
13127,LWS,"Lewiston, ID",ID,270,44,45,1,-6,3,9,3.33
13139,LYH,"Lynchburg, VA",VA,734,118,122,3,-6,6,112,15.26
13158,MAF,"Midland/Odessa, TX",TX,3127,518,521,9,-6,1,432,13.82
13184,MBS,"Saginaw/Bay City/Midland, MI",MI,901,154,150,3,-6,4,67,7.44
13198,MCI,"Kansas City, MO",MO,16618,2842,2770,19,-4,3,2455,14.77
13204,MCO,"Orlando, FL",FL,48206,8298,8034,10,-4,4,5112,10.6
13230,MDT,"Harrisburg, PA",PA,3703,602,617,14,-7,2,490,13.23
13232,MDW,"Chicago, IL",IL,26396,4599,4399,5,-2,4,5355,20.29
13241,MEI,"Meridian, MS",MS,293,54,49,1,-5,15,16,5.46
13244,MEM,"Memphis, TN",TN,7909,1311,1318,17,-5,4,958,12.11
13256,MFE,"Mission/McAllen/Edinburg, TX",TX,1647,258,274,8,-7,2,279,16.94
13264,MFR,"Medford, OR",OR,2795,503,466,6,-6,2,206,7.37
13277,MGM,"Montgomery, AL",AL,1433,233,239,6,-5,6,146,10.19
13290,MHK,"Manhattan/Ft. Riley, KS",KS,523,90,87,2,-8,1,64,12.24
13296,MHT,"Manchester, NH",NH,3446,600,574,11,-6,1,400,11.61
13303,MIA,"Miami, FL",FL,29646,4970,4941,8,-4,3,3008,10.15
13342,MKE,"Milwaukee, WI",WI,11006,1844,1834,18,-4,2,1337,12.15
13344,MKG,"Muskegon, MI",MI,259,46,43,1,-10,7,23,8.88
13347,MKK,"Hoolehua, HI",HI,464,80,77,1,-4,5,15,3.23
13360,MLB,"Melbourne, FL",FL,999,164,166,3,-6,3,118,11.81
13367,MLI,"Moline, IL",IL,2027,328,338,8,-7,4,298,14.7
13377,MLU,"Monroe, LA",LA,965,161,161,4,-5,6,97,10.05
13388,MMH,"Mammoth Lakes, CA",CA,199,77,66,1,-2,24,71,35.68
13422,MOB,"Mobile, AL",AL,2162,362,360,8,-6,5,186,8.6
13433,MOT,"Minot, ND",ND,912,152,152,4,-5,10,110,12.06
13459,MQT,"Marquette, MI",MI,424,72,71,2,-4,19,14,3.3
13476,MRY,"Monterey, CA",CA,1342,217,224,5,-8,5,165,12.3
13485,MSN,"Madison, WI",WI,4906,812,818,15,-6,4,529,10.78
13486,MSO,"Missoula, MT",MT,1630,277,272,8,-5,4,169,10.37
13487,MSP,"Minneapolis, MN",MN,46098,7788,7683,17,-3,3,4172,9.05
13495,MSY,"New Orleans, LA",LA,17391,2848,2898,17,-3,5,2660,15.3
13502,MTJ,"Montrose/Delta, CO",CO,1172,188,195,11,-7,7,133,11.35
13541,MVY,"Martha's Vineyard, MA",MA,17,17,17,1,-10,-9,0,0
13577,MYR,"Myrtle Beach, SC",SC,2891,546,482,11,-7,3,426,14.74
13795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,1181,192,197,4,-5,7,110,9.31
13796,OAK,"Oakland, CA",CA,15696,2671,2616,11,-3,2,2456,15.65
13829,OGD,"Ogden, UT",UT,34,8,7,1,-1,4,13,38.24
13830,OGG,"Kahului, HI",HI,7614,1250,1269,6,-4,2,508,6.67
13832,OGS,"Ogdensburg, NY",NY,288,48,48,2,-8,18,51,17.71
13851,OKC,"Oklahoma City, OK",OK,8102,1348,1350,17,-5,3,888,10.96
13871,OMA,"Omaha, NE",NE,8576,1444,1429,18,-5,2,1058,12.34
13873,OME,"Nome, AK",AK,229,36,38,1,-13,-7,18,7.86
13891,ONT,"Ontario, CA",CA,7736,1332,1289,10,-4,2,970,12.54
13930,ORD,"Chicago, IL",IL,114329,18822,19055,16,-4,5,13529,11.83
13931,ORF,"Norfolk, VA",VA,7565,1248,1261,17,-5,5,846,11.18
13933,ORH,"Worcester, MA",MA,543,88,90,4,-8,7,85,15.65
13964,OTH,"North Bend/Coos Bay, OR",OR,119,20,20,1,-7,14,23,19.33
13970,OTZ,"Kotzebue, AK",AK,226,34,38,1,-12,-3,21,9.29
13983,OWB,"Owensboro, KY",KY,38,8,8,1,-6,-3,13,34.21
14004,PAE,"Everett, WA",WA,2063,573,413,2,-4,4,207,10.03
14006,PAH,"Paducah, KY",KY,286,56,48,1,-9,1,26,9.09
14025,PBG,"Plattsburgh, NY",NY,541,80,90,3,-7,10,91,16.82
14027,PBI,"West Palm Beach/Palm Beach, FL",FL,9496,1552,1583,11,-5,3,1120,11.79
14057,PDX,"Portland, OR",OR,24386,4148,4064,12,-4,1,2140,8.78
14082,PGD,"Punta Gorda, FL",FL,2715,436,452,1,-6,2,554,20.41
14092,PGV,"Greenville, NC",NC,470,78,78,1,-6,7,45,9.57
14098,PHF,"Newport News/Williamsburg, VA",VA,1136,192,189,4,-6,6,169,14.88
14100,PHL,"Philadelphia, PA",PA,44967,7560,7494,18,-6,2,5670,12.61
14107,PHX,"Phoenix, AZ",AZ,60162,10176,10027,13,-3,3,6907,11.48
14108,PIA,"Peoria, IL",IL,2033,344,339,10,-7,8,267,13.13
14109,PIB,"Hattiesburg/Laurel, MS",MS,270,48,45,1,-8,14,27,10
14112,PIE,"St. Petersburg, FL",FL,3031,579,505,1,-7,2,868,28.64
14113,PIH,"Pocatello, ID",ID,333,56,56,1,-6,-0,13,3.9
14120,PIR,"Pierre, SD",SD,271,51,45,1,-10,0,17,6.27
14122,PIT,"Pittsburgh, PA",PA,15280,2530,2547,20,-5,2,1792,11.73
14150,PLN,"Pellston, MI",MI,351,68,58,1,-5,22,24,6.84
14193,PNS,"Pensacola, FL",FL,4157,724,693,12,-6,6,402,9.67
14222,PPG,"Pago Pago, TT",TT,23,7,8,1,1,80,3,13.04
14231,PQI,"Presque Isle/Houlton, ME",ME,226,36,38,1,-8,10,19,8.41
14237,PRC,"Prescott, AZ",AZ,312,48,52,1,-8,6,4,1.28
14252,PSC,"Pasco/Kennewick/Richland, WA",WA,2106,358,351,5,-5,2,210,9.97
14254,PSE,"Ponce, PR",PR,158,55,53,1,-8,7,21,13.29
14256,PSG,"Petersburg, AK",AK,355,60,59,1,-13,-5,9,2.54
14259,PSM,"Portsmouth, NH",NH,159,22,26,1,-7,7,27,16.98
14262,PSP,"Palm Springs, CA",CA,4703,782,784,10,-5,4,516,10.97
14288,PUB,"Pueblo, CO",CO,336,54,56,1,-9,10,23,6.85
14303,PUW,"Pullman, WA",WA,476,74,79,1,-3,5,36,7.56
14307,PVD,"Providence, RI",RI,5543,929,924,16,-5,2,736,13.28
14314,PVU,"Provo, UT",UT,255,48,42,1,-4,6,105,41.18
14321,PWM,"Portland, ME",ME,3841,643,640,16,-6,4,463,12.05
14457,RAP,"Rapid City, SD",SD,1687,290,281,10,-5,5,198,11.74
14487,RDD,"Redding, CA",CA,438,72,73,1,-7,4,16,3.65
14489,RDM,"Bend/Redmond, OR",OR,2995,524,499,5,-6,2,231,7.71
14492,RDU,"Raleigh/Durham, NC",NC,18799,3050,3133,19,-5,4,2172,11.55
14512,RFD,"Rockford, IL",IL,317,61,53,1,-5,13,71,22.4
14520,RHI,"Rhinelander, WI",WI,294,56,49,1,-8,9,22,7.48
14524,RIC,"Richmond, VA",VA,8304,1362,1384,18,-5,3,979,11.79
14534,RIW,"Riverton/Lander, WY",WY,251,36,42,1,-6,16,35,13.94
14543,RKS,"Rock Springs, WY",WY,272,47,45,1,-7,5,18,6.62
14570,RNO,"Reno, NV",NV,7100,1148,1183,12,-4,2,939,13.23
14574,ROA,"Roanoke, VA",VA,2390,392,398,13,-7,4,299,12.51
14576,ROC,"Rochester, NY",NY,5381,880,897,18,-6,3,752,13.98
14588,ROW,"Roswell, NM",NM,428,70,71,2,-8,6,57,13.32
14633,RST,"Rochester, MN",MN,1233,216,206,5,-7,5,160,12.98
14635,RSW,"Fort Myers, FL",FL,15738,2650,2623,11,-5,3,1581,10.05
14674,SAF,"Santa Fe, NM",NM,912,155,152,3,-9,1,108,11.84
14679,SAN,"San Diego, CA",CA,29387,4868,4898,13,-4,1,3695,12.57
14683,SAT,"San Antonio, TX",TX,12422,2030,2070,15,-4,2,1675,13.48
14685,SAV,"Savannah, GA",GA,5390,924,898,16,-6,5,856,15.88
14689,SBA,"Santa Barbara, CA",CA,2514,410,419,7,-7,4,250,9.94
14696,SBN,"South Bend, IN",IN,2429,398,405,7,-5,5,248,10.21
14698,SBP,"San Luis Obispo, CA",CA,2124,350,354,3,-6,5,129,6.07
14704,SBY,"Salisbury, MD",MD,707,125,118,1,-9,2,17,2.4
14709,SCC,"Deadhorse, AK",AK,338,56,56,1,-12,-6,14,4.14
14711,SCE,"State College, PA",PA,1506,248,251,9,-9,3,226,15.01
14716,SCK,"Stockton, CA",CA,375,60,62,2,-2,17,116,30.93
14730,SDF,"Louisville, KY",KY,8237,1354,1373,17,-5,4,1081,13.12
14747,SEA,"Seattle, WA",WA,60339,10502,10056,13,-3,4,4340,7.19
14761,SFB,"Sanford, FL",FL,3731,750,622,1,-5,6,1406,37.68
14771,SFO,"San Francisco, CA",CA,49010,8012,8168,11,-4,4,4801,9.8
14783,SGF,"Springfield, MO",MO,3427,575,571,8,-6,5,421,12.28
14794,SGU,"St. George, UT",UT,1252,206,209,1,-6,5,56,4.47
14802,SHD,"Staunton, VA",VA,372,68,62,1,-8,5,19,5.11
14812,SHR,"Sheridan, WY",WY,209,30,35,1,-5,18,13,6.22
14814,SHV,"Shreveport, LA",LA,2225,366,371,7,-6,4,216,9.71
14828,SIT,"Sitka, AK",AK,382,78,64,2,-8,-0,13,3.4
14831,SJC,"San Jose, CA",CA,20231,3354,3372,11,-4,-0,2810,13.89
14842,SJT,"San Angelo, TX",TX,592,106,99,2,-5,3,78,13.18
14843,SJU,"San Juan, PR",PR,9282,1620,1547,8,-4,5,685,7.38
14869,SLC,"Salt Lake City, UT",UT,40699,6774,6783,13,-3,3,3078,7.56
14877,SLN,"Salina, KS",KS,323,55,54,1,-9,13,15,4.64
14893,SMF,"Sacramento, CA",CA,17978,3012,2996,13,-4,1,2186,12.16
14905,SMX,"Santa Maria, CA",CA,53,8,11,1,-7,12,18,33.96
14908,SNA,"Santa Ana, CA",CA,12435,2060,2072,9,-4,2,1637,13.16
